学期	学号	书号	日期
1	68	TP	1024	
1	68	F	1024	
1	314	O	1024	
1	314	O	1024	
1	314	K	1024	
1	314	TP	1024	
1	314	TP	1024	
1	68	TP	1024	
1	68	TP	1024	
1	314	TP	1024	
1	341	I	1024	
1	341	O	1024	
1	341	O	1024	
1	116	O	1024	
1	250	TP	1024	
1	250	TP	1024	
1	250	TP	1024	
1	250	TP	1024	
1	250	TP	1024	
1	250	TP	1024	
1	386	TP	1024	
1	300	B	1024	
1	88	O	1024	
1	88	O	1024	
1	8	I	1024	
1	219	B	1025	
1	219	TP	1025	
1	132	B	1025	
1	229	TP	1025	
1	229	TP	1025	
1	433	E	1025	
1	513	I	1025	
1	513	I	1025	
1	36	I	1025	
1	36	H	1025	
1	36	H	1025	
1	212	H	1025	
1	212	H	1025	
1	366	TP	1025	
1	366	TP	1025	
1	366	TP	1025	
1	507	TP	1025	
1	98	TP	1025	
1	180	I	1025	
1	180	F	1025	
1	180	I	1025	
1	223	O	1026	
1	213	TP	1026	
1	213	TP	1026	
1	272	TP	1026	
1	272	TP	1026	
1	272	TP	1026	
1	99	I	1026	
1	385	C	1026	
1	415	TN	1026	
1	415	TN	1026	
1	415	TN	1026	
1	415	TP	1026	
1	415	TP	1026	
1	10	TN	1026	
1	10	I	1026	
1	386	TP	1026	
1	386	TP	1026	
1	8	TP	1026	
1	523	I	1026	
1	523	I	1026	
1	330	I	1026	
1	330	I	1026	
1	10	I	1026	
1	10	TM	1026	
1	10	I	1026	
1	10	I	1026	
1	10	TM	1026	
1	45	O	1026	
1	10	TP	1026	
1	10	TP	1026	
1	363	H	1026	
1	343	TP	1026	
1	343	TP	1026	
1	343	TP	1026	
1	505	I	1026	
1	505	I	1026	
1	90	TP	1026	
1	438	TP	1026	
1	357	TP	1026	
1	357	TP	1026	
1	90	TP	1026	
1	473	TP	1026	
1	473	TP	1026	
1	424	TP	1026	
1	473	TM	1026	
1	252	I	1026	
1	252	I	1026	
1	477	TP	1026	
1	477	TP	1026	
1	328	B	1026	
1	424	TP	1026	
1	359	TN	1027	
1	359	TP	1027	
1	533	TP	1027	
1	533	O	1027	
1	481	TP	1027	
1	282	TP	1027	
1	296	B	1027	
1	296	G	1027	
1	208	I	1027	
1	487	K	1027	
1	5	TP	1027	
1	101	TP	1027	
1	328	I	1027	
1	416	B	1027	
1	119	TP	1027	
1	119	H	1027	
1	207	K	1027	
1	119	I	1027	
1	119	I	1027	
1	433	I	1027	
1	433	I	1027	
1	263	TM	1027	
1	392	I	1027	
1	277	TP	1027	
1	416	B	1027	
1	365	K	1027	
1	365	I	1027	
1	28	B	1027	
1	356	I	1027	
1	356	I	1027	
1	356	I	1027	
1	19	TP	1027	
1	19	TP	1027	
1	292	I	1027	
1	292	I	1027	
1	292	I	1027	
1	391	O	1027	
1	149	TP	1027	
1	149	TP	1027	
1	149	TP	1027	
1	149	TP	1027	
1	149	O	1027	
1	149	O	1027	
1	28	TP	1027	
1	28	TP	1027	
1	481	TP	1027	
1	481	TP	1027	
1	180	I	1027	
1	180	I	1027	
1	180	I	1027	
1	180	O	1027	
1	180	O	1027	
1	459	K	1027	
1	204	TP	1027	
1	204	TP	1027	
1	171	TP	1028	
1	434	TP	1028	
1	467	J	1028	
1	466	I	1028	
1	466	I	1028	
1	389	B	1028	
1	427	TP	1028	
1	427	Z	1028	
1	427	TP	1028	
1	427	H	1028	
1	427	TS	1028	
1	427	B	1028	
1	422	K	1028	
1	422	K	1028	
1	68	TP	1028	
1	505	TP	1028	
1	505	TP	1028	
1	505	E	1028	
1	145	TP	1028	
1	122	O	1028	
1	122	TP	1028	
1	122	O	1028	
1	122	O	1028	
1	122	TP	1028	
1	122	TN	1028	
1	122	TN	1028	
1	122	O	1028	
1	122	O	1028	
1	388	F	1028	
1	388	TP	1028	
1	160	TP	1028	
1	288	TP	1028	
1	252	I	1028	
1	252	I	1028	
1	271	I	1028	
1	271	TN	1028	
1	271	I	1028	
1	406	I	1028	
1	406	TN	1028	
1	222	TP	1028	
1	222	B	1028	
1	222	G	1028	
1	1	I	1028	
1	1	F	1028	
1	1	I	1028	
1	1	F	1028	
1	494	H	1028	
1	344	C	1028	
1	8	R	1028	
1	281	H	1028	
1	281	H	1028	
1	49	H	1028	
1	49	TP	1028	
1	190	TP	1028	
1	190	TP	1028	
1	190	O	1028	
1	190	O	1028	
1	190	O	1028	
1	190	O	1028	
1	49	TP	1028	
1	87	H	1028	
1	356	H	1028	
1	356	H	1028	
1	77	K	1028	
1	238	I	1028	
1	238	I	1028	
1	238	I	1028	
1	270	TP	1028	
1	536	TP	1028	
1	536	TP	1028	
1	200	I	1028	
1	200	TP	1028	
1	176	O	1028	
1	176	O	1028	
1	176	O	1028	
1	176	O	1028	
1	192	TP	1029	
1	192	TP	1029	
1	192	TP	1029	
1	192	O	1029	
1	192	O	1029	
1	242	TP	1029	
1	295	K	1029	
1	147	B	1029	
1	147	B	1029	
1	147	B	1029	
1	297	I	1029	
1	297	TP	1029	
1	211	E	1029	
1	1	I	1029	
1	1	I	1029	
1	1	TP	1029	
1	211	E	1029	
1	245	TP	1029	
1	245	TP	1029	
1	245	TP	1029	
1	245	TP	1029	
1	295	I	1029	
1	430	O	1029	
1	319	TN	1030	
1	2	F	1030	
1	403	TP	1030	
1	2	TP	1030	
1	2	TP	1030	
1	2	TP	1030	
1	513	H	1030	
1	513	O	1030	
1	210	G	1030	
1	185	J	1030	
1	185	J	1030	
1	185	J	1030	
1	24	TP	1030	
1	229	TP	1030	
1	507	TP	1030	
1	507	TP	1030	
1	507	TP	1030	
1	295	I	1030	
1	87	F	1030	
1	252	H	1030	
1	512	O	1031	
1	9	H	1031	
1	512	I	1031	
1	526	P	1031	
1	526	P	1031	
1	526	D	1031	
1	486	J	1031	
1	349	B	1031	
1	349	B	1031	
1	349	C	1031	
1	353	TP	1031	
1	506	TP	1031	
1	422	K	1031	
1	422	K	1031	
1	422	K	1031	
1	150	TP	1031	
1	150	H	1031	
1	150	H	1031	
1	374	I	1031	
1	522	I	1031	
1	483	I	1031	
1	522	I	1031	
1	349	TP	1031	
1	481	TP	1031	
1	262	G	1031	
1	21	O	1031	
1	21	O	1031	
1	21	K	1031	
1	150	O	1031	
1	292	I	1031	
1	292	I	1031	
1	292	I	1031	
1	292	F	1031	
1	292	I	1031	
1	486	B	1031	
1	486	J	1031	
1	486	J	1031	
1	119	I	1031	
1	119	I	1031	
1	383	H	1031	
1	383	O	1031	
1	129	I	1031	
1	199	B	1031	
1	199	H	1031	
1	199	B	1031	
1	199	I	1031	
1	15	TP	1031	
1	15	TP	1031	
1	15	TP	1031	
1	15	TP	1031	
1	15	TP	1031	
1	15	TP	1031	
1	129	I	1031	
1	56	O	1031	
1	118	TP	1031	
1	219	TP	1101	
1	149	TP	1101	
1	388	TP	1101	
1	388	TP	1101	
1	470	TP	1101	
1	508	B	1101	
1	118	TP	1101	
1	103	H	1101	
1	412	TP	1101	
1	95	O	1101	
1	95	O	1101	
1	95	O	1101	
1	95	O	1101	
1	95	O	1101	
1	95	O	1101	
1	412	H	1101	
1	57	TP	1101	
1	36	TP	1101	
1	36	TP	1101	
1	342	F	1101	
1	342	B	1101	
1	342	F	1101	
1	36	TP	1101	
1	41	O	1101	
1	41	O	1101	
1	41	O	1101	
1	446	H	1101	
1	446	H	1101	
1	415	TP	1102	
1	25	TP	1102	
1	433	TP	1102	
1	219	TP	1102	
1	219	TP	1102	
1	209	TP	1102	
1	209	TN	1102	
1	209	TP	1102	
1	25	O	1102	
1	25	O	1102	
1	519	O	1102	
1	468	B	1102	
1	1	H	1102	
1	1	H	1102	
1	3	TP	1102	
1	3	TP	1102	
1	3	TP	1102	
1	66	TP	1102	
1	66	TP	1102	
1	252	I	1102	
1	277	I	1103	
1	424	TP	1103	
1	150	TP	1103	
1	150	TP	1103	
1	399	I	1103	
1	71	O	1103	
1	71	O	1103	
1	150	TN	1103	
1	150	TN	1103	
1	19	B	1103	
1	23	O	1103	
1	240	O	1103	
1	240	O	1103	
1	240	O	1103	
1	487	H	1103	
1	314	TP	1103	
1	314	TP	1103	
1	314	TP	1103	
1	36	TP	1103	
1	388	H	1103	
1	388	H	1103	
1	388	F	1103	
1	106	O	1103	
1	106	B	1103	
1	119	TP	1103	
1	119	K	1103	
1	119	O	1103	
1	119	K	1103	
1	119	K	1103	
1	119	O	1103	
1	119	O	1103	
1	341	TP	1103	
1	341	TP	1103	
1	341	TP	1103	
1	341	TP	1103	
1	262	I	1103	
1	513	I	1103	
1	339	TP	1103	
1	339	TP	1103	
1	339	TP	1103	
1	339	TP	1103	
1	357	O	1103	
1	224	TP	1103	
1	224	TP	1103	
1	224	TP	1103	
1	372	TP	1103	
1	372	TP	1103	
1	171	TP	1103	
1	171	TP	1103	
1	245	TP	1103	
1	82	G	1103	
1	82	TP	1103	
1	82	I	1103	
1	82	K	1103	
1	82	G	1103	
1	82	I	1103	
1	208	I	1103	
1	191	TP	1103	
1	191	I	1103	
1	191	I	1103	
1	191	I	1103	
1	15	TP	1103	
1	289	TP	1103	
1	289	TP	1103	
1	15	TP	1103	
1	15	TP	1103	
1	169	H	1103	
1	169	D	1103	
1	169	TP	1103	
1	273	K	1103	
1	273	I	1103	
1	440	H	1103	
1	440	H	1103	
1	440	H	1103	
1	440	H	1103	
1	440	H	1103	
1	440	H	1103	
1	254	H	1103	
1	254	H	1103	
1	254	I	1103	
1	513	TP	1103	
1	249	H	1103	
1	249	H	1103	
1	418	C	1104	
1	418	F	1104	
1	418	F	1104	
1	418	F	1104	
1	418	C	1104	
1	79	TP	1104	
1	79	TP	1104	
1	87	B	1104	
1	219	TP	1104	
1	204	TP	1104	
1	145	I	1104	
1	145	I	1104	
1	433	I	1104	
1	341	I	1104	
1	296	TS	1104	
1	296	TS	1104	
1	296	TS	1104	
1	296	G	1104	
1	296	J	1104	
1	296	J	1104	
1	122	TP	1104	
1	357	TP	1104	
1	357	TP	1104	
1	497	I	1104	
1	79	TP	1104	
1	79	TP	1104	
1	507	TP	1104	
1	478	TP	1104	
1	478	TP	1104	
1	478	TP	1104	
1	478	O	1104	
1	337	O	1104	
1	337	O	1104	
1	446	C	1104	
1	446	C	1104	
1	212	B	1104	
1	207	I	1104	
1	207	I	1104	
1	234	E	1104	
1	234	I	1104	
1	234	E	1104	
1	409	TP	1104	
1	117	C	1104	
1	455	K	1104	
1	481	I	1105	
1	484	U	1105	
1	484	U	1105	
1	484	U	1105	
1	484	U	1105	
1	484	U	1105	
1	125	TP	1105	
1	125	TP	1105	
1	342	H	1105	
1	306	I	1106	
1	306	K	1106	
1	306	I	1106	
1	354	TP	1106	
1	206	TP	1106	
1	206	TP	1106	
1	207	TP	1106	
1	152	O	1106	
1	152	O	1106	
1	152	TP	1106	
1	152	TP	1106	
1	152	TP	1106	
1	152	TP	1106	
1	350	TP	1106	
1	107	TP	1106	
1	107	TP	1106	
1	472	I	1106	
1	383	H	1106	
1	224	TP	1106	
1	224	TP	1106	
1	224	TP	1106	
1	224	TP	1106	
1	224	TP	1106	
1	74	TP	1106	
1	440	K	1106	
1	440	G	1106	
1	440	K	1106	
1	440	G	1106	
1	440	G	1106	
1	122	TP	1107	
1	122	TP	1107	
1	413	B	1107	
1	166	B	1107	
1	166	C	1107	
1	372	K	1107	
1	125	H	1107	
1	125	H	1107	
1	150	H	1107	
1	150	H	1107	
1	150	H	1107	
1	385	TP	1107	
1	513	H	1107	
1	513	H	1107	
1	74	H	1108	
1	252	I	1108	
1	249	B	1108	
1	249	H	1108	
1	261	I	1108	
1	341	TP	1108	
1	195	I	1108	
1	277	TP	1108	
1	277	TP	1108	
1	277	TP	1108	
1	491	I	1108	
1	491	I	1108	
1	491	I	1108	
1	491	TS	1108	
1	523	I	1108	
1	523	I	1108	
1	261	I	1108	
1	467	I	1108	
1	316	I	1108	
1	316	I	1108	
1	17	H	1108	
1	17	TP	1108	
1	358	H	1108	
1	358	I	1108	
1	380	O	1108	
1	523	I	1109	
1	385	TP	1109	
1	433	TP	1109	
1	219	TP	1109	
1	212	O	1109	
1	212	O	1109	
1	262	I	1109	
1	252	I	1109	
1	15	I	1109	
1	15	I	1109	
1	15	I	1109	
1	15	I	1109	
1	15	I	1109	
1	15	I	1109	
1	513	I	1109	
1	461	TP	1109	
1	461	I	1109	
1	212	H	1109	
1	212	H	1109	
1	344	H	1109	
1	344	H	1109	
1	497	I	1109	
1	402	I	1109	
1	97	J	1109	
1	97	I	1109	
1	97	J	1109	
1	97	J	1109	
1	408	TP	1109	
1	283	I	1109	
1	283	I	1109	
1	3	O	1109	
1	3	O	1109	
1	303	TP	1109	
1	502	TN	1109	
1	492	I	1109	
1	492	I	1109	
1	150	TM	1109	
1	475	P	1110	
1	292	I	1110	
1	292	I	1110	
1	292	I	1110	
1	292	I	1110	
1	292	I	1110	
1	475	TP	1110	
1	475	I	1110	
1	68	TP	1110	
1	68	TP	1110	
1	68	TP	1110	
1	68	TP	1110	
1	212	O	1110	
1	212	O	1110	
1	129	K	1110	
1	129	K	1110	
1	409	I	1110	
1	344	G	1110	
1	452	J	1110	
1	452	J	1110	
1	452	J	1110	
1	452	TP	1110	
1	452	TP	1110	
1	60	O	1110	
1	446	B	1110	
1	319	TP	1110	
1	467	B	1110	
1	467	I	1110	
1	467	I	1110	
1	473	H	1110	
1	473	H	1110	
1	473	H	1110	
1	346	I	1110	
1	153	TP	1110	
1	153	TP	1110	
1	153	H	1110	
1	250	B	1110	
1	250	B	1110	
1	250	B	1110	
1	250	B	1110	
1	250	B	1110	
1	385	B	1110	
1	147	B	1110	
1	342	I	1110	
1	431	K	1111	
1	301	TP	1111	
1	301	TP	1111	
1	301	H	1111	
1	225	TP	1111	
1	225	TP	1111	
1	225	TP	1111	
1	316	I	1111	
1	316	I	1111	
1	316	I	1111	
1	316	I	1111	
1	316	I	1111	
1	316	I	1111	
1	316	I	1111	
1	90	TP	1111	
1	90	TP	1111	
1	90	TP	1111	
1	301	G	1111	
1	301	TP	1111	
1	324	H	1111	
1	328	I	1111	
1	374	I	1111	
1	212	TP	1111	
1	282	TP	1111	
1	282	TP	1111	
1	374	I	1111	
1	374	H	1111	
1	208	I	1111	
1	282	TP	1111	
1	282	TP	1111	
1	282	TP	1111	
1	296	J	1111	
1	296	J	1111	
1	296	J	1111	
1	282	TP	1111	
1	282	TP	1111	
1	319	TP	1111	
1	245	TP	1111	
1	245	TP	1111	
1	508	I	1111	
1	508	I	1111	
1	508	I	1111	
1	90	H	1111	
1	90	O	1111	
1	208	K	1111	
1	208	O	1111	
1	93	D	1111	
1	93	D	1111	
1	93	D	1111	
1	93	D	1111	
1	208	I	1111	
1	451	I	1111	
1	328	B	1111	
1	328	B	1111	
1	328	B	1111	
1	245	TP	1111	
1	477	TP	1111	
1	477	TP	1111	
1	92	C	1111	
1	92	B	1111	
1	106	B	1111	
1	40	TP	1111	
1	40	TP	1111	
1	159	TP	1111	
1	446	TP	1111	
1	446	O	1111	
1	446	TP	1111	
1	446	TP	1111	
1	446	O	1111	
1	446	O	1111	
1	446	O	1111	
1	446	O	1111	
1	266	TP	1111	
1	44	I	1111	
1	508	TP	1111	
1	44	I	1111	
1	44	I	1111	
1	254	C	1111	
1	291	TP	1111	
1	291	TP	1111	
1	291	TP	1111	
1	412	H	1111	
1	412	I	1111	
1	368	I	1111	
1	368	TP	1111	
1	368	I	1111	
1	368	I	1111	
1	368	I	1111	
1	475	I	1111	
1	475	I	1111	
1	84	TP	1111	
1	342	I	1111	
1	342	I	1111	
1	395	TP	1111	
1	363	H	1111	
1	363	H	1111	
1	363	H	1111	
1	363	H	1111	
1	363	H	1111	
1	274	TP	1111	
1	274	TP	1111	
1	274	TP	1111	
1	435	TP	1111	
1	435	TP	1111	
1	274	TP	1111	
1	274	TP	1111	
1	274	TP	1111	
1	274	K	1111	
1	274	K	1111	
1	461	K	1111	
1	461	K	1111	
1	288	K	1111	
1	288	TP	1111	
1	277	H	1111	
1	277	H	1111	
1	266	TP	1111	
1	266	TP	1111	
1	274	I	1111	
1	529	C	1111	
1	435	I	1111	
1	533	O	1112	
1	533	Z	1112	
1	78	TP	1112	
1	171	TP	1112	
1	295	C	1112	
1	295	C	1112	
1	242	TP	1112	
1	242	I	1112	
1	523	H	1112	
1	523	O	1112	
1	523	O	1112	
1	523	H	1112	
1	312	O	1112	
1	312	O	1112	
1	312	O	1112	
1	312	O	1112	
1	312	O	1112	
1	523	H	1112	
1	319	TP	1112	
1	82	TP	1112	
1	82	TP	1112	
1	327	I	1112	
1	327	I	1112	
1	473	TP	1112	
1	473	TP	1112	
1	473	TP	1112	
1	473	TP	1112	
1	473	TP	1112	
1	487	TN	1112	
1	366	TP	1112	
1	366	I	1112	
1	366	I	1112	
1	187	F	1112	
1	187	TN	1112	
1	187	B	1112	
1	76	TP	1112	
1	118	H	1112	
1	301	TP	1112	
1	301	TP	1112	
1	301	TP	1112	
1	525	TM	1112	
1	525	TM	1112	
1	525	TM	1112	
1	245	H	1112	
1	413	TP	1112	
1	413	TP	1112	
1	413	TP	1112	
1	413	TP	1112	
1	353	TP	1112	
1	353	TP	1112	
1	43	R	1112	
1	43	R	1112	
1	377	TP	1113	
1	377	TP	1113	
1	377	TP	1113	
1	36	TP	1113	
1	166	B	1113	
1	291	O	1113	
1	455	TP	1113	
1	371	TP	1113	
1	371	TP	1113	
1	166	I	1113	
1	166	I	1113	
1	166	I	1113	
1	6	TP	1113	
1	361	TP	1113	
1	361	TP	1113	
1	461	I	1113	
1	432	O	1113	
1	432	O	1113	
1	432	O	1113	
1	227	TP	1113	
1	227	TP	1113	
1	348	E	1113	
1	348	TP	1113	
1	163	C	1113	
1	163	C	1113	
1	163	C	1113	
1	385	H	1113	
1	385	H	1113	
1	43	TP	1113	
1	43	K	1113	
1	109	O	1113	
1	163	F	1113	
1	68	O	1113	
1	513	H	1113	
1	68	O	1113	
1	382	TP	1113	
1	382	TP	1113	
1	382	TP	1113	
1	366	I	1113	
1	366	TP	1113	
1	366	I	1113	
1	495	TP	1114	
1	495	TP	1114	
1	495	TP	1114	
1	415	TP	1114	
1	149	TP	1114	
1	494	I	1114	
1	494	H	1114	
1	494	H	1114	
1	149	I	1114	
1	149	I	1114	
1	331	TP	1114	
1	306	TP	1114	
1	306	TP	1114	
1	212	O	1114	
1	247	O	1114	
1	247	O	1114	
1	247	O	1114	
1	383	H	1114	
1	343	TN	1114	
1	343	TN	1114	
1	343	TN	1114	
1	343	TN	1114	
1	343	TN	1114	
1	343	TN	1114	
1	317	I	1114	
1	416	H	1114	
1	383	H	1114	
1	147	TP	1114	
1	341	TP	1114	
1	341	TP	1114	
1	341	TP	1114	
1	205	I	1114	
1	319	TP	1114	
1	383	D	1114	
1	341	TP	1114	
1	302	TP	1114	
1	302	TP	1114	
1	302	TP	1114	
1	144	TP	1114	
1	461	I	1114	
1	252	I	1114	
1	252	I	1114	
1	129	I	1114	
1	237	TP	1114	
1	237	TP	1114	
1	118	O	1114	
1	252	H	1114	
1	252	H	1114	
1	511	TP	1115	
1	511	TP	1115	
1	511	TP	1115	
1	511	TP	1115	
1	511	TP	1115	
1	507	TP	1115	
1	198	O	1115	
1	198	O	1115	
1	198	TP	1115	
1	198	TP	1115	
1	198	O	1115	
1	198	O	1115	
1	197	TP	1115	
1	507	TP	1115	
1	106	H	1115	
1	5	TP	1115	
1	140	TP	1115	
1	140	TP	1115	
1	140	TP	1115	
1	140	TP	1115	
1	140	I	1115	
1	4	TP	1115	
1	4	TP	1115	
1	369	TP	1115	
1	369	H	1115	
1	369	H	1115	
1	369	O	1115	
1	369	H	1115	
1	369	H	1115	
1	369	TP	1115	
1	183	TP	1115	
1	183	TP	1115	
1	303	O	1115	
1	303	O	1115	
1	303	TB	1115	
1	303	O	1115	
1	326	C	1115	
1	326	TP	1115	
1	326	TP	1115	
1	326	O	1115	
1	326	H	1115	
1	369	O	1115	
1	8	O	1115	
1	150	TN	1115	
1	260	TP	1115	
1	311	TP	1115	
1	311	TP	1115	
1	311	TP	1115	
1	470	O	1115	
1	470	TP	1115	
1	470	O	1115	
1	470	TP	1115	
1	145	R	1115	
1	513	TP	1115	
1	76	TP	1115	
1	291	K	1115	
1	291	Z	1115	
1	508	TP	1115	
1	508	TP	1115	
1	508	TP	1115	
1	402	H	1115	
1	341	TP	1115	
1	341	TP	1115	
1	388	TP	1115	
1	388	P	1115	
1	388	O	1115	
1	388	O	1115	
1	388	O	1115	
1	60	TP	1115	
1	430	B	1115	
1	388	O	1116	
1	388	O	1116	
1	388	TP	1116	
1	470	TP	1116	
1	427	TP	1116	
1	330	O	1116	
1	330	I	1116	
1	330	I	1116	
1	330	I	1116	
1	523	TP	1116	
1	523	TP	1116	
1	328	I	1116	
1	328	I	1116	
1	328	TP	1116	
1	328	TP	1116	
1	328	F	1116	
1	328	F	1116	
1	59	TP	1116	
1	59	H	1116	
1	497	I	1116	
1	422	K	1116	
1	422	K	1116	
1	422	K	1116	
1	422	K	1116	
1	422	K	1116	
1	526	I	1116	
1	526	I	1116	
1	526	I	1116	
1	369	I	1116	
1	157	TP	1116	
1	157	O	1116	
1	157	TP	1116	
1	157	O	1116	
1	157	H	1116	
1	132	TP	1116	
1	132	TP	1116	
1	132	TP	1116	
1	132	TP	1116	
1	145	R	1116	
1	106	TN	1116	
1	106	I	1116	
1	106	TN	1116	
1	319	O	1116	
1	386	TP	1116	
1	386	TP	1116	
1	234	TP	1116	
1	234	TP	1116	
1	234	TP	1116	
1	291	H	1116	
1	249	I	1116	
1	249	I	1116	
1	485	I	1116	
1	485	F	1116	
1	485	A	1116	
1	292	D	1116	
1	292	I	1116	
1	292	K	1116	
1	261	I	1116	
1	152	TP	1116	
1	75	H	1117	
1	75	H	1117	
1	179	TN	1117	
1	308	I	1117	
1	42	I	1117	
1	42	I	1117	
1	42	I	1117	
1	245	O	1117	
1	245	TP	1117	
1	245	TP	1117	
1	245	O	1117	
1	152	TP	1117	
1	152	TP	1117	
1	432	TP	1117	
1	432	TP	1117	
1	432	TP	1117	
1	432	TP	1117	
1	432	TP	1117	
1	416	G	1117	
1	388	TP	1117	
1	388	H	1117	
1	388	TN	1117	
1	388	O	1117	
1	388	TN	1117	
1	250	H	1117	
1	250	I	1117	
1	250	I	1117	
1	250	O	1117	
1	530	I	1117	
1	530	I	1117	
1	530	I	1117	
1	439	I	1117	
1	461	TP	1117	
1	366	I	1117	
1	366	I	1117	
1	366	I	1117	
1	366	I	1117	
1	366	I	1117	
1	291	I	1117	
1	291	H	1117	
1	291	H	1117	
1	291	H	1117	
1	291	O	1117	
1	155	I	1117	
1	155	I	1117	
1	25	TP	1117	
1	319	O	1117	
1	388	TP	1117	
1	149	I	1117	
1	149	I	1117	
1	149	I	1117	
1	149	I	1117	
1	78	H	1118	
1	433	TN	1118	
1	153	O	1118	
1	153	O	1118	
1	153	O	1118	
1	153	O	1118	
1	153	O	1118	
1	153	O	1118	
1	146	H	1118	
1	484	O	1118	
1	484	O	1118	
1	289	O	1118	
1	145	I	1118	
1	494	TP	1118	
1	494	TP	1118	
1	494	TP	1118	
1	133	I	1118	
1	133	I	1118	
1	133	I	1118	
1	133	I	1118	
1	223	O	1118	
1	120	TP	1118	
1	120	TP	1118	
1	462	O	1118	
1	427	H	1118	
1	427	TP	1118	
1	345	O	1118	
1	345	O	1118	
1	505	O	1118	
1	505	O	1118	
1	319	TN	1118	
1	119	TP	1118	
1	119	I	1118	
1	119	I	1118	
1	196	K	1118	
1	196	I	1118	
1	196	I	1118	
1	196	K	1118	
1	254	I	1118	
1	95	K	1118	
1	95	K	1118	
1	292	TP	1118	
1	292	I	1118	
1	292	I	1118	
1	415	O	1118	
1	190	O	1118	
1	190	TP	1118	
1	190	TP	1118	
1	190	O	1118	
1	190	TP	1118	
1	190	H	1118	
1	190	O	1118	
1	190	O	1118	
1	292	H	1118	
1	457	H	1118	
1	457	H	1118	
1	457	H	1118	
1	101	TP	1118	
1	101	TP	1118	
1	101	TP	1118	
1	507	TP	1118	
1	416	O	1118	
1	416	O	1118	
1	199	TP	1119	
1	199	TP	1119	
1	364	O	1119	
1	345	O	1119	
1	17	K	1119	
1	461	I	1119	
1	354	I	1119	
1	354	I	1119	
1	354	I	1119	
1	354	I	1119	
1	196	C	1119	
1	5	TN	1119	
1	5	TP	1119	
1	5	TN	1119	
1	5	TN	1119	
1	73	I	1119	
1	73	I	1119	
1	73	I	1119	
1	333	I	1119	
1	333	I	1119	
1	333	I	1119	
1	224	TP	1119	
1	224	TP	1119	
1	282	TP	1119	
1	475	TP	1119	
1	475	TP	1119	
1	258	H	1120	
1	258	TN	1120	
1	258	TN	1120	
1	258	TN	1120	
1	258	TN	1120	
1	280	TP	1120	
1	280	TP	1120	
1	280	TP	1120	
1	300	TP	1120	
1	21	TP	1120	
1	21	TP	1120	
1	323	TP	1120	
1	323	TP	1120	
1	300	TP	1120	
1	451	TP	1120	
1	258	TP	1120	
1	258	TP	1120	
1	258	TP	1120	
1	502	J	1120	
1	502	J	1120	
1	59	TP	1120	
1	223	TP	1120	
1	146	TP	1120	
1	146	TP	1120	
1	146	TP	1120	
1	525	TP	1120	
1	525	TP	1120	
1	125	TP	1120	
1	125	TP	1120	
1	125	TP	1120	
1	125	TP	1120	
1	502	TP	1120	
1	502	TP	1120	
1	194	TP	1120	
1	451	TP	1120	
1	8	F	1120	
1	8	A	1120	
1	263	TP	1120	
1	49	TP	1120	
1	49	TP	1120	
1	87	TP	1120	
1	87	TP	1120	
1	87	TP	1120	
1	25	O	1120	
1	246	TP	1120	
1	246	TP	1120	
1	246	TP	1120	
1	144	TP	1120	
1	144	TP	1120	
1	301	TP	1120	
1	301	TP	1120	
1	301	TP	1120	
1	301	TP	1120	
1	301	O	1120	
1	301	O	1120	
1	125	TP	1120	
1	150	TP	1120	
1	150	TP	1120	
1	150	TP	1120	
1	165	TP	1120	
1	165	TP	1120	
1	422	TP	1120	
1	422	TP	1120	
1	159	TP	1120	
1	77	TP	1120	
1	507	TP	1120	
1	507	TP	1120	
1	507	TP	1120	
1	118	TP	1120	
1	196	I	1120	
1	196	I	1120	
1	209	TP	1120	
1	209	TP	1120	
1	209	TP	1120	
1	212	TP	1120	
1	422	TP	1120	
1	422	TP	1120	
1	346	I	1120	
1	385	TP	1120	
1	385	TP	1120	
1	45	TP	1120	
1	147	TP	1120	
1	147	TP	1120	
1	147	TP	1120	
1	532	C	1120	
1	532	TP	1120	
1	532	C	1120	
1	532	B	1120	
1	19	TP	1120	
1	19	TP	1120	
1	19	TP	1120	
1	532	TP	1120	
1	19	TP	1120	
1	19	TP	1120	
1	19	TP	1120	
1	19	TP	1120	
1	19	TP	1120	
1	149	TP	1120	
1	249	TP	1120	
1	249	TP	1120	
1	136	B	1120	
1	136	B	1120	
1	136	B	1120	
1	50	I	1120	
1	50	B	1120	
1	101	TP	1120	
1	101	TP	1120	
1	461	I	1120	
1	461	I	1120	
1	62	I	1120	
1	62	TP	1120	
1	62	TP	1120	
1	461	I	1120	
1	281	H	1120	
1	281	H	1120	
1	306	TP	1120	
1	306	TP	1120	
1	306	TP	1120	
1	306	TP	1120	
1	134	TP	1120	
1	134	TP	1120	
1	134	TP	1120	
1	270	H	1120	
1	8	O	1121	
1	8	O	1121	
1	8	O	1121	
1	235	TP	1121	
1	235	TP	1121	
1	235	TP	1121	
1	235	TP	1121	
1	531	TP	1121	
1	531	TP	1121	
1	197	TP	1121	
1	396	TP	1121	
1	353	TP	1121	
1	353	TP	1121	
1	353	TP	1121	
1	353	TP	1121	
1	353	TP	1121	
1	505	TP	1121	
1	505	TP	1121	
1	505	TP	1121	
1	505	TP	1121	
1	505	TP	1121	
1	263	TP	1121	
1	422	K	1121	
1	422	K	1121	
1	422	K	1121	
