学期	学号	地点	日期	时间	金额
1	60	宿舍	1121	223904	0.17
1	16	宿舍	1121	221635	0.16
1	81	食堂	1121	181849	4.2
1	10	宿舍	1121	182150	0.4
1	42	交通	1121	184915	1
1	86	宿舍	1121	220742	0.17
1	4	宿舍	1121	225909	0.16
1	23	宿舍	1121	232709	0.11
1	71	宿舍	1121	222643	0.14
1	62	宿舍	1121	233429	0.08
1	42	宿舍	1121	224615	2
1	11	超市	1121	195328	12.8
1	81	宿舍	1121	230036	0.19
1	43	宿舍	1121	222457	0.05
1	26	超市	1121	214307	8.5
1	51	超市	1121	214352	8.7
1	23	宿舍	1121	231905	0.14
1	64	超市	1121	215219	21.7
1	54	宿舍	1121	223526	0.08
1	49	宿舍	1121	225402	0.15
1	71	宿舍	1121	221534	0.05
1	23	宿舍	1121	223307	0.1
1	7	宿舍	1121	225547	0.08
1	86	食堂	1122	065826	0.8
1	75	食堂	1122	082124	0.7
1	36	食堂	1122	081301	1.8
1	16	食堂	1122	081309	1.2
1	43	宿舍	1122	090335	0.06
1	69	食堂	1122	081747	3.2
1	90	食堂	1122	081756	2.4
1	81	食堂	1122	072308	3.5
1	23	食堂	1122	071908	2
1	23	食堂	1122	072009	3.3
1	9	宿舍	1122	093917	0.06
1	54	教室	1122	094324	0.02
1	43	宿舍	1122	094355	0.02
1	4	食堂	1122	071728	2.63
1	48	教室	1122	101019	0.01
1	39	食堂	1122	071633	12.7
1	69	宿舍	1122	090850	0.07
1	69	食堂	1122	081944	2.5
1	90	食堂	1122	081949	2.5
1	30	教室	1122	084426	0.02
1	62	食堂	1122	081954	1.8
1	7	食堂	1122	065835	3.5
1	20	食堂	1122	070516	1.4
1	69	教室	1122	110329	0.02
1	49	食堂	1122	071810	3.63
1	69	宿舍	1122	093533	1.6
1	43	教室	1122	110709	0.01
1	77	超市	1122	101000	5.9
1	71	食堂	1122	081726	2.6
1	43	宿舍	1122	081922	0.05
1	30	教室	1122	075039	0.01
1	75	食堂	1122	082000	1.4
1	2	食堂	1122	071309	0.5
1	8	食堂	1122	071547	2.23
1	36	食堂	1122	081338	0.5
1	16	超市	1122	084803	6.5
1	11	超市	1122	085038	19.8
1	10	食堂	1122	070532	1.4
1	41	图书馆	1122	085602	10
1	41	食堂	1122	070357	0.6
1	2	食堂	1122	071136	2
1	23	教室	1122	110539	0.01
1	62	食堂	1122	082109	0.7
1	45	食堂	1122	083906	1.5
1	84	食堂	1122	071801	3.66
1	4	宿舍	1122	064305	0.1
1	51	食堂	1122	065416	2.6
1	13	食堂	1122	065419	2.1
1	30	教室	1122	110310	0.02
1	83	食堂	1122	081930	3.2
1	54	教室	1122	110248	0.01
1	30	教室	1122	101405	0.02
1	16	食堂	1122	081404	1
1	11	食堂	1122	081913	2.2
1	8	宿舍	1122	065509	0.02
1	20	食堂	1122	070410	0.5
1	10	食堂	1122	070421	0.5
1	13	食堂	1122	065440	0.7
1	48	食堂	1122	070329	1.3
1	16	食堂	1122	081235	1.2
1	54	教室	1122	080710	0.01
1	26	宿舍	1122	070340	0.4
1	86	食堂	1122	120508	6
1	10	食堂	1122	120915	4.1
1	49	食堂	1122	121000	4.2
1	49	食堂	1122	121013	8.4
1	43	食堂	1122	121051	5.2
1	9	食堂	1122	120922	4.7
1	41	食堂	1122	121119	4.2
1	49	食堂	1122	123330	1
1	15	食堂	1122	120500	10
1	69	食堂	1122	120720	8
1	83	食堂	1122	120424	5.6
1	39	食堂	1122	121121	2.5
1	49	食堂	1122	121220	1.8
1	84	食堂	1122	121230	1.8
1	86	超市	1122	122943	4
1	84	食堂	1122	123247	1
1	13	宿舍	1122	134944	1.2
1	13	宿舍	1122	133058	1.2
1	39	宿舍	1122	133247	0.08
1	77	图书馆	1122	134304	3.5
1	13	宿舍	1122	123104	0.17
1	54	宿舍	1122	123415	0.07
1	23	食堂	1122	121307	4.5
1	64	食堂	1122	121029	1.5
1	41	食堂	1122	121917	1
1	83	食堂	1122	120845	1.5
1	15	食堂	1122	120454	10
1	36	食堂	1122	121546	4.4
1	49	食堂	1122	123336	1
1	4	食堂	1122	123415	1
1	20	食堂	1122	120813	4.6
1	45	食堂	1122	122348	2.8
1	67	宿舍	1122	121822	0.03
1	8	食堂	1122	123355	2.9
1	41	宿舍	1122	125730	0.17
1	69	食堂	1122	120742	1.5
1	7	食堂	1122	120505	6
1	64	食堂	1122	120920	4.1
1	84	食堂	1122	120948	4.4
1	43	食堂	1122	121057	1
1	71	食堂	1122	121040	3.2
1	69	食堂	1122	122129	2
1	13	食堂	1122	121003	4.9
1	51	食堂	1122	121018	4.4
1	39	食堂	1122	120545	8.6
1	77	食堂	1122	121406	8
1	30	教室	1122	151351	0.02
1	45	食堂	1122	121311	4.5
1	81	食堂	1122	120740	3.1
1	55	食堂	1122	120232	5
1	2	食堂	1122	120142	6
1	54	食堂	1122	141443	2
1	49	食堂	1122	123314	1
1	81	食堂	1122	142357	1.8
1	75	教室	1122	142436	0.01
1	75	教室	1122	142449	0.01
1	7	食堂	1122	171335	7
1	86	食堂	1122	171358	7
1	48	食堂	1122	173530	4.5
1	23	宿舍	1122	173259	0.5
1	55	食堂	1122	170843	5.4
1	9	食堂	1122	161932	8.1
1	15	食堂	1122	180234	4.3
1	43	宿舍	1122	164401	0.02
1	69	宿舍	1122	181837	0.02
1	55	食堂	1122	173613	6.5
1	20	食堂	1122	174131	0.6
1	7	宿舍	1122	180131	1.2
1	8	超市	1122	175731	3.5
1	86	宿舍	1122	175351	1.2
1	26	食堂	1122	181204	8
1	13	食堂	1122	171435	5.2
1	10	食堂	1122	173858	0.35
1	69	食堂	1122	161318	4.2
1	45	食堂	1122	162249	5.5
1	16	宿舍	1122	170716	1.5
1	67	宿舍	1122	183000	0.03
1	39	宿舍	1122	172707	0.02
1	15	食堂	1122	174125	3
1	15	食堂	1122	174132	3
1	48	宿舍	1122	175812	0.11
1	20	食堂	1122	174713	0.35
1	32	食堂	1122	173323	8.6
1	51	食堂	1122	171445	5.2
1	43	宿舍	1122	171235	3.2
1	84	食堂	1122	161127	4.5
1	60	食堂	1122	182431	7.5
1	77	食堂	1122	181311	14
1	62	食堂	1122	180801	3.2
1	62	食堂	1122	180839	1.5
1	48	食堂	1122	173915	3.2
1	71	食堂	1122	173928	2.7
1	10	食堂	1122	173800	0.6
1	4	食堂	1122	161131	4.5
1	49	食堂	1122	161142	4.5
1	8	食堂	1122	161500	4.5
1	33	食堂	1122	181137	8
1	23	宿舍	1122	172225	0.5
1	84	宿舍	1122	184011	0.17
1	15	宿舍	1122	212921	0.08
1	43	宿舍	1122	222313	0.09
1	67	宿舍	1122	222439	1.2
1	62	宿舍	1122	225031	0.02
1	86	宿舍	1122	215907	0.17
1	39	食堂	1122	211548	5
1	36	宿舍	1122	194530	0.13
1	71	宿舍	1122	220146	0.9
1	48	宿舍	1122	230758	0.02
1	90	食堂	1122	185343	4.5
1	9	宿舍	1122	190301	0.9
1	10	宿舍	1122	195617	0.6
1	60	宿舍	1122	205158	3.3
1	62	宿舍	1122	224930	0.08
1	81	宿舍	1122	221304	0.7
1	7	宿舍	1122	232443	0.08
1	69	宿舍	1122	212625	0.22
1	4	宿舍	1122	210808	0.05
1	69	宿舍	1122	184156	0.02
1	7	图书馆	1122	194522	3.5
1	23	宿舍	1122	214704	0.27
1	30	食堂	1122	184849	3.8
1	32	超市	1122	192340	8.4
1	54	宿舍	1122	225255	0.01
1	39	宿舍	1122	183643	1.4
1	2	教室	1122	210453	0.01
1	60	宿舍	1122	222118	0.09
1	2	宿舍	1122	222138	1.3
1	8	宿舍	1122	223542	0.35
1	43	宿舍	1122	213838	0.07
1	77	宿舍	1122	214254	0.7
1	49	宿舍	1122	230127	0.13
1	30	宿舍	1122	214954	1.8
1	69	宿舍	1122	183547	0.02
1	48	宿舍	1122	230614	0.13
1	49	超市	1122	192319	17.2
1	86	图书馆	1122	194528	3.5
1	64	食堂	1122	190231	6.5
1	67	宿舍	1122	225412	0.16
1	71	宿舍	1122	220133	0.3
1	90	宿舍	1122	205931	0.25
1	51	宿舍	1122	221102	0.15
1	13	宿舍	1122	221327	0.17
1	33	宿舍	1122	210428	1.2
1	51	宿舍	1122	214035	0.03
1	60	食堂	1122	184854	4.5
1	36	交通	1122	184845	1
1	8	宿舍	1123	065740	0.02
1	51	食堂	1123	065023	0.7
1	41	教室	1123	091605	0.01
1	43	教室	1123	091911	0.01
1	2	食堂	1123	071046	2
1	39	食堂	1123	100926	2
1	4	食堂	1123	071814	2.33
1	2	教室	1123	082213	0.01
1	20	食堂	1123	070917	0.5
1	39	宿舍	1123	102514	0.01
1	62	超市	1123	102257	3.5
1	13	食堂	1123	065213	2
1	67	食堂	1123	082000	2.8
1	86	食堂	1123	070201	1.53
1	67	食堂	1123	082041	0.7
1	10	食堂	1123	070800	0.5
1	23	宿舍	1123	071850	0.02
1	43	食堂	1123	113306	5
1	81	食堂	1123	113009	5.1
1	51	食堂	1123	065201	1
1	4	宿舍	1123	110730	0.11
1	10	食堂	1123	111412	0.35
1	41	食堂	1123	070352	0.83
1	41	食堂	1123	070403	0.8
1	69	食堂	1123	082615	1.6
1	10	食堂	1123	070856	1.4
1	20	食堂	1123	070911	1.4
1	62	教室	1123	072750	0.01
1	51	食堂	1123	111603	5.2
1	51	食堂	1123	111615	4.2
1	2	食堂	1123	071111	0.5
1	54	食堂	1123	071850	6.7
1	33	食堂	1123	071854	3
1	30	教室	1123	081530	0.01
1	75	宿舍	1123	083057	1.8
1	67	食堂	1123	111414	4.5
1	26	宿舍	1123	065951	0.5
1	2	食堂	1123	071114	0.5
1	41	教室	1123	081201	0.01
1	8	食堂	1123	105201	5
1	11	食堂	1123	071714	1.8
1	67	食堂	1123	082013	2.6
1	77	超市	1123	101650	7.6
1	67	食堂	1123	082129	0.5
1	7	食堂	1123	113453	5
1	54	教室	1123	072252	0.01
1	67	食堂	1123	111458	5.4
1	41	教室	1123	081013	0.01
1	81	食堂	1123	113013	1.5
1	43	食堂	1123	113426	4.4
1	23	食堂	1123	111858	4.4
1	2	食堂	1123	111207	8.9
1	23	食堂	1123	111821	0.8
1	51	食堂	1123	065037	0.2
1	13	食堂	1123	065047	0.8
1	41	食堂	1123	065135	1.6
1	9	食堂	1123	071607	6
1	55	食堂	1123	070952	4.7
1	69	教室	1123	080830	0.01
1	8	食堂	1123	071506	5
1	81	食堂	1123	072112	2.33
1	54	教室	1123	081516	0.01
1	60	食堂	1123	081500	12
1	54	教室	1123	101951	0.01
1	20	食堂	1123	111024	0.6
1	20	食堂	1123	111634	0.35
1	10	食堂	1123	111347	0.6
1	62	食堂	1123	113531	4.7
1	39	食堂	1123	112720	7.1
1	41	食堂	1123	113717	0.4
1	41	教室	1123	142705	0.01
1	41	食堂	1123	170248	1
1	13	食堂	1123	170024	4.7
1	90	食堂	1123	122206	6.2
1	54	教室	1123	151326	0.01
1	48	宿舍	1123	130336	0.06
1	55	食堂	1123	115738	5.2
1	26	超市	1123	115429	12.9
1	43	宿舍	1123	140324	0.03
1	26	食堂	1123	121638	8
1	86	食堂	1123	113737	4.9
1	54	宿舍	1123	170516	0.08
1	26	食堂	1123	124018	2.9
1	83	食堂	1123	124138	4.6
1	64	教室	1123	141650	0.02
1	10	食堂	1123	122331	4.1
1	71	宿舍	1123	125755	0.01
1	2	食堂	1123	161701	2.2
1	49	宿舍	1123	162038	0.05
1	54	食堂	1123	164657	1.8
1	54	食堂	1123	164722	1
1	23	教室	1123	151603	0.01
1	9	食堂	1123	141153	4
1	49	宿舍	1123	162117	0.14
1	71	超市	1123	163609	20.8
1	7	超市	1123	120136	9.5
1	11	食堂	1123	115138	3.6
1	62	宿舍	1123	113943	0.02
1	23	宿舍	1123	113905	0.17
1	34	宿舍	1123	123821	0.01
1	86	超市	1123	120051	14.3
1	16	交通	1123	133357	1
1	43	交通	1123	161426	4
1	26	超市	1123	173200	6.5
1	4	食堂	1123	173458	3.7
1	84	超市	1123	183449	30
1	4	超市	1123	183707	60.9
1	86	宿舍	1123	185500	2.2
1	13	超市	1123	213243	3.8
1	81	宿舍	1123	200133	0.08
1	8	宿舍	1123	212032	0.54
1	55	食堂	1123	193900	6.5
1	55	超市	1123	201531	20
1	77	图书馆	1123	180724	6.4
1	83	宿舍	1123	214215	0.5
1	86	宿舍	1123	215510	0.17
1	10	超市	1123	210111	6.3
1	71	宿舍	1123	204842	1.9
1	54	宿舍	1123	195038	0.11
1	20	超市	1123	210148	2.9
1	51	宿舍	1123	220511	0.16
1	51	超市	1123	213231	10.3
1	86	食堂	1123	180851	4.4
1	7	宿舍	1123	212751	1.4
1	4	宿舍	1123	215400	0.09
1	83	超市	1123	210234	4.2
1	60	食堂	1123	213754	4.5
1	84	超市	1123	183452	5.2
1	13	宿舍	1123	215739	0.3
1	83	宿舍	1123	215823	1.26
1	8	交通	1123	184911	1
1	39	交通	1123	172635	4
1	23	宿舍	1123	225321	0.01
1	62	超市	1123	221703	4
1	23	宿舍	1123	230543	0.6
1	16	宿舍	1123	222043	0.8
1	49	宿舍	1123	232340	0.16
1	23	宿舍	1123	224934	0.17
1	9	宿舍	1123	232759	0.8
1	32	宿舍	1123	232237	0.9
1	34	宿舍	1123	225728	0.06
1	34	超市	1123	221503	22.1
1	33	超市	1123	222106	19.1
1	51	宿舍	1123	223105	0.17
1	45	宿舍	1123	231415	2
1	64	超市	1123	221229	15.8
1	36	宿舍	1123	221507	0.1
1	33	超市	1123	222111	0.3
1	55	食堂	1124	113710	5.6
1	15	食堂	1124	120152	3.2
1	51	食堂	1124	071549	0.7
1	84	宿舍	1124	115357	0.18
1	13	食堂	1124	071504	2.1
1	8	宿舍	1124	071009	0.02
1	51	食堂	1124	071515	1.8
1	20	宿舍	1124	093148	1.2
1	77	食堂	1124	094750	6.5
1	10	食堂	1124	082309	0.5
1	20	食堂	1124	115934	3.5
1	15	食堂	1124	120056	3.2
1	49	宿舍	1124	115327	1.1
1	62	宿舍	1124	002433	0.11
1	16	宿舍	1124	093000	0.16
1	10	食堂	1124	082214	1.4
1	41	食堂	1124	111647	2.2
1	48	宿舍	1124	111647	0.1
1	48	宿舍	1124	105455	1.7
1	36	宿舍	1124	071123	0.05
1	13	食堂	1124	071520	0.8
1	60	宿舍	1124	003432	0.18
1	15	宿舍	1124	094629	1.3
1	20	食堂	1124	115902	3.5
1	16	宿舍	1124	013631	0.4
1	26	宿舍	1124	105439	0.8
1	30	宿舍	1124	113714	0.09
1	45	宿舍	1124	104948	0.02
1	41	宿舍	1124	115914	0.02
1	64	食堂	1124	080643	3.9
1	9	交通	1124	101823	4
1	9	交通	1124	110833	4
1	36	交通	1124	073805	4
1	41	宿舍	1124	135200	0.03
1	34	宿舍	1124	131449	0.02
1	26	食堂	1124	124651	7
1	48	超市	1124	125219	23.9
1	48	超市	1124	140631	0.6
1	54	宿舍	1124	163845	1.9
1	20	食堂	1124	120635	0.35
1	10	食堂	1124	120815	0.35
1	34	超市	1124	132648	7.5
1	4	宿舍	1124	154511	1.4
1	20	食堂	1124	165532	4
1	23	宿舍	1124	121643	0.02
1	41	食堂	1124	172646	3.7
1	20	食堂	1124	120631	0.6
1	34	宿舍	1124	121956	2.1
1	41	宿舍	1124	123521	1.9
1	11	食堂	1124	172354	5.6
1	10	食堂	1124	121052	7.6
1	4	宿舍	1124	154432	0.1
1	41	食堂	1124	172834	1.2
1	67	宿舍	1124	143058	0.07
1	23	宿舍	1124	151348	0.02
1	48	超市	1124	125228	0.3
1	41	宿舍	1124	133726	1.2
1	41	宿舍	1124	135240	0.01
1	10	食堂	1124	120738	0.6
1	45	交通	1124	140301	1
1	45	交通	1124	140402	1
1	34	交通	1124	141745	4
1	45	交通	1124	170052	4
1	23	宿舍	1124	233047	1.2
1	16	宿舍	1124	212920	0.08
1	15	宿舍	1124	200905	0.17
1	26	超市	1124	202927	8.3
1	10	宿舍	1124	214048	0.8
1	8	宿舍	1124	191404	0.03
1	30	宿舍	1124	230627	2.5
1	41	超市	1124	212912	2.5
1	86	宿舍	1124	212818	0.9
1	83	食堂	1124	200748	5.5
1	8	宿舍	1124	201435	0.18
1	8	宿舍	1124	201609	0.02
1	62	宿舍	1124	221300	0.24
1	9	宿舍	1124	234806	1.3
1	71	宿舍	1124	230337	0.17
1	33	宿舍	1124	225419	1.1
1	48	宿舍	1124	224451	0.08
1	62	宿舍	1124	232634	0.09
1	7	宿舍	1124	231707	1.5
1	23	宿舍	1124	224854	0.17
1	54	宿舍	1124	214009	0.08
1	51	宿舍	1124	213132	0.38
1	41	宿舍	1124	192436	0.03
1	41	宿舍	1124	213945	0.04
1	86	宿舍	1124	221203	0.17
1	62	宿舍	1124	231429	0.08
1	81	宿舍	1124	231922	0.16
1	23	宿舍	1124	233529	0.33
1	41	宿舍	1125	071454	0.24
1	41	食堂	1125	073629	0.63
1	60	宿舍	1125	000159	0.18
1	51	食堂	1125	081046	1.8
1	51	食堂	1125	081120	0.7
1	60	宿舍	1125	094441	2.5
1	67	宿舍	1125	102225	2.1
1	9	食堂	1125	112159	5.7
1	49	宿舍	1125	101548	0.17
1	34	食堂	1125	112850	1
1	64	宿舍	1125	101748	1.26
1	9	宿舍	1125	103125	0.16
1	41	食堂	1125	110548	5
1	34	食堂	1125	112004	0.6
1	34	食堂	1125	111731	1.5
1	34	食堂	1125	112846	11
1	34	食堂	1125	113020	1
1	81	宿舍	1125	100153	0.11
1	10	图书馆	1125	091626	10
1	41	食堂	1125	111033	0.4
1	84	宿舍	1125	103805	0.14
1	84	宿舍	1125	102556	0.11
1	34	宿舍	1125	102856	0.02
1	64	食堂	1125	105709	10
1	7	交通	1125	081802	4
1	86	交通	1125	081759	4
1	71	交通	1125	080150	4
1	37	食堂	1125	114749	3
1	42	交通	1125	095755	4
1	48	宿舍	1125	113028	0.08
1	13	宿舍	1125	115305	0.17
1	60	食堂	1125	120602	14
1	37	食堂	1125	120352	2.2
1	37	食堂	1125	114755	3
1	43	交通	1125	142321	4
1	71	交通	1125	135404	4
1	45	交通	1125	153012	4
1	36	交通	1125	163603	4
1	42	交通	1125	165758	4
1	11	食堂	1125	170033	3.6
1	62	食堂	1125	123311	1.8
1	23	宿舍	1125	133601	0.7
1	34	图书馆	1125	160722	4.6
1	20	食堂	1125	173142	3.6
1	51	食堂	1125	174245	4.2
1	43	食堂	1125	173255	4
1	34	图书馆	1125	173841	2.6
1	34	图书馆	1125	151836	1.2
1	16	宿舍	1125	121622	1.1
1	90	交通	1125	164232	4
1	30	宿舍	1125	121841	0.08
1	26	宿舍	1125	125059	0.7
1	71	宿舍	1125	170624	0.02
1	34	宿舍	1125	131329	0.02
1	67	宿舍	1125	154440	1.2
1	43	食堂	1125	173208	0.4
1	10	食堂	1125	173039	3
1	30	超市	1125	131355	12.2
1	62	食堂	1125	123204	4.7
1	34	食堂	1125	150231	1.5
1	45	宿舍	1125	163938	1.5
1	37	宿舍	1125	121600	1.4
1	10	文印	1125	144357	1.15
1	9	食堂	1125	175537	7.2
1	54	宿舍	1125	140525	0.08
1	10	食堂	1125	173042	0.6
1	23	宿舍	1125	143326	0.11
1	33	超市	1125	143131	3
1	43	食堂	1125	173341	4
1	34	宿舍	1125	125720	0.04
1	54	超市	1125	131408	8
1	23	宿舍	1125	131727	0.6
1	13	食堂	1125	174229	4.9
1	34	食堂	1125	150042	7
1	67	宿舍	1125	151720	0.15
1	67	宿舍	1125	153946	0.15
1	9	交通	1125	173616	1
1	30	教室	1125	193912	0.01
1	8	宿舍	1125	200835	0.6
1	43	宿舍	1125	230718	0.12
1	42	宿舍	1125	215756	0.16
1	15	超市	1125	184053	13.1
1	15	宿舍	1125	211814	0.16
1	43	交通	1125	182851	1
1	83	食堂	1125	180036	4.5
1	86	宿舍	1125	224215	0.8
1	43	宿舍	1125	200143	0.03
1	55	食堂	1125	191822	4.5
1	26	超市	1125	211711	6.9
1	67	超市	1125	222504	11
1	77	超市	1125	203912	14.5
1	90	宿舍	1125	213600	0.12
1	10	宿舍	1125	215915	0.4
1	23	宿舍	1125	220225	0.13
1	32	宿舍	1125	214525	1
1	8	食堂	1125	185353	6
1	23	宿舍	1125	213901	0.17
1	54	教室	1125	195605	0.02
1	71	宿舍	1125	184952	0.02
1	32	超市	1125	211000	12.3
1	34	食堂	1125	182303	1.8
1	4	宿舍	1125	221940	0.6
1	37	超市	1125	184043	22.1
1	42	宿舍	1125	213108	2.5
1	67	宿舍	1125	225718	0.33
1	2	宿舍	1125	214446	1.5
1	16	宿舍	1125	214548	0.08
1	37	宿舍	1125	211802	0.17
1	33	宿舍	1125	213104	1.3
1	54	教室	1125	203347	0.02
1	54	宿舍	1125	223840	0.07
1	81	宿舍	1125	184131	0.1
1	8	超市	1125	184604	2.7
1	83	宿舍	1125	220446	0.6
1	43	宿舍	1125	201836	0.08
1	51	宿舍	1125	212519	0.16
1	10	宿舍	1125	215145	0.5
1	71	宿舍	1125	223541	0.11
1	54	教室	1125	215312	0.01
1	13	宿舍	1125	210153	0.02
1	30	教室	1125	213257	0.01
1	36	宿舍	1125	213312	0.15
1	7	宿舍	1125	224155	0.8
1	34	食堂	1125	181316	2
1	48	教室	1126	081001	0.01
1	60	食堂	1126	081052	6
1	20	食堂	1126	070742	0.5
1	37	食堂	1126	070255	1.5
1	23	教室	1126	080608	0.01
1	13	食堂	1126	065545	0.7
1	41	教室	1126	070513	0.01
1	15	食堂	1126	070305	1.5
1	67	食堂	1126	081947	2.6
1	67	食堂	1126	081959	1.6
1	71	食堂	1126	081918	5
1	84	食堂	1126	082214	1.6
1	84	食堂	1126	082229	0.8
1	62	食堂	1126	081921	0.7
1	4	教室	1126	071903	0.01
1	90	食堂	1126	082341	0.8
1	34	食堂	1126	082051	0.5
1	32	教室	1126	073123	0.01
1	41	宿舍	1126	062748	0.05
1	41	食堂	1126	064449	0.6
1	23	宿舍	1126	070937	0.03
1	13	食堂	1126	065526	2.1
1	4	食堂	1126	081856	1.1
1	45	食堂	1126	081955	0.5
1	64	食堂	1126	082050	2.8
1	59	食堂	1126	070016	0.7
1	45	食堂	1126	082200	0.2
1	20	食堂	1126	070526	1.4
1	84	食堂	1126	082219	0.2
1	54	教室	1126	080535	0.01
1	90	食堂	1126	082313	1.4
1	67	食堂	1126	082103	0.8
1	67	食堂	1126	082125	0.7
1	64	食堂	1126	082137	0.5
1	51	食堂	1126	065550	1.8
1	8	宿舍	1126	065740	0.02
1	10	食堂	1126	070435	0.5
1	2	食堂	1126	071228	0.5
1	59	宿舍	1126	063825	2.1
1	41	食堂	1126	065916	1.63
1	10	食堂	1126	070504	1.4
1	4	食堂	1126	082139	1.6
1	2	食堂	1126	070951	1.8
1	51	食堂	1126	065659	0.7
1	34	宿舍	1126	065509	0.02
1	34	食堂	1126	083423	1.8
1	81	宿舍	1126	082232	0.11
1	86	宿舍	1126	091410	0.02
1	43	宿舍	1126	084356	0.05
1	11	食堂	1126	082544	3.4
1	15	宿舍	1126	095044	0.17
1	11	文印	1126	094240	1.3
1	64	教室	1126	084121	0.02
1	4	宿舍	1126	092327	1.2
1	30	宿舍	1126	082522	0.08
1	4	宿舍	1126	085652	0.08
1	34	超市	1126	085447	5.9
1	41	食堂	1126	092413	0.83
1	41	食堂	1126	110042	0.4
1	81	食堂	1126	113215	3.9
1	43	宿舍	1126	101830	3.9
1	10	食堂	1126	111731	0.6
1	64	食堂	1126	112607	5.6
1	2	食堂	1126	110815	8.4
1	20	食堂	1126	113112	0.35
1	20	食堂	1126	112643	0.6
1	10	食堂	1126	112350	0.35
1	55	食堂	1126	110627	5
1	20	食堂	1126	112109	3.5
1	4	宿舍	1126	111518	0.08
1	86	宿舍	1126	001521	0.2
1	9	宿舍	1126	001951	0.7
1	86	宿舍	1126	135804	2.2
1	39	超市	1126	142545	30
1	39	超市	1126	142549	23.8
1	32	食堂	1126	114202	8.7
1	19	食堂	1126	115234	3.6
1	13	超市	1126	123844	13.7
1	51	宿舍	1126	125834	1.2
1	48	食堂	1126	115802	15
1	51	宿舍	1126	125248	0.17
1	77	宿舍	1126	135648	1.2
1	43	食堂	1126	114421	3.5
1	39	交通	1126	122946	4
1	13	超市	1126	143609	2.2
1	13	食堂	1126	115242	5.2
1	55	宿舍	1126	115122	0.13
1	19	食堂	1126	115528	3.2
1	51	食堂	1126	115256	4.2
1	48	食堂	1126	114943	7
1	71	宿舍	1126	130056	0.12
1	51	宿舍	1126	133146	1.2
1	67	食堂	1126	120214	5.4
1	43	食堂	1126	114254	4.2
1	23	食堂	1126	131817	5.5
1	54	教室	1126	161450	0.01
1	15	食堂	1126	181224	5
1	23	超市	1126	181206	3.5
1	26	食堂	1126	180435	10
1	10	食堂	1126	180640	4.1
1	55	食堂	1126	180656	2.2
1	86	食堂	1126	180201	7
1	84	交通	1126	165917	4
1	23	宿舍	1126	152310	0.11
1	48	宿舍	1126	152542	0.08
1	9	食堂	1126	180554	5.7
1	41	食堂	1126	154919	2.2
1	62	食堂	1126	181231	1.8
1	13	图书馆	1126	150117	2.4
1	43	食堂	1126	180803	3.7
1	9	食堂	1126	180542	0.9
1	71	食堂	1126	181022	3.2
1	51	图书馆	1126	150054	10
1	23	宿舍	1126	155238	1.2
1	23	宿舍	1126	152507	1.2
1	48	宿舍	1126	152733	1.2
1	9	宿舍	1126	155708	0.7
1	43	教室	1126	170339	0.01
1	23	教室	1126	170403	0.01
1	2	食堂	1126	180058	4.6
1	39	宿舍	1126	161028	0.02
1	13	食堂	1126	180646	4.2
1	7	食堂	1126	180233	7
1	11	食堂	1126	180821	4
1	83	食堂	1126	145709	5.5
1	54	教室	1126	175819	0.02
1	48	宿舍	1126	152322	1.2
1	4	超市	1126	154544	9.6
1	32	食堂	1126	180418	8
1	19	食堂	1126	180036	10
1	33	食堂	1126	180211	10
1	64	食堂	1126	180723	5.6
1	23	宿舍	1126	154419	1.2
1	2	教室	1126	170259	0.01
1	51	食堂	1126	180707	4.2
1	4	食堂	1126	175549	2.2
1	41	食堂	1126	181040	4.4
1	23	宿舍	1126	155409	1.2
1	64	食堂	1126	180950	4.6
1	34	超市	1126	180449	4
1	8	食堂	1126	181343	0.5
1	8	食堂	1126	181418	1.2
1	45	超市	1126	181157	11.8
1	43	食堂	1126	180750	5
1	7	宿舍	1126	150236	1.2
1	10	宿舍	1126	150743	0.7
1	10	宿舍	1126	151721	0.1
1	8	宿舍	1126	210939	0.08
1	34	宿舍	1126	231031	0.09
1	36	宿舍	1126	211048	0.12
1	71	宿舍	1126	211333	0.01
1	86	宿舍	1126	221956	0.17
1	23	食堂	1126	183750	0.03
1	42	宿舍	1126	182233	2.1
1	45	宿舍	1126	184504	0.17
1	51	宿舍	1126	214750	0.08
1	39	宿舍	1126	224656	0.03
1	8	食堂	1126	181458	1.5
1	34	食堂	1126	184223	2.5
1	39	宿舍	1126	221705	0.02
1	16	宿舍	1126	213738	1.1
1	9	宿舍	1126	235404	0.15
1	54	教室	1126	210936	0.02
1	41	宿舍	1126	211932	0.13
1	23	宿舍	1126	214636	0.3
1	42	宿舍	1126	214842	0.09
1	7	宿舍	1126	223733	0.08
1	90	宿舍	1126	205401	0.12
1	23	宿舍	1126	212852	0.6
1	23	食堂	1126	182356	4.2
1	26	超市	1126	214524	2
1	54	教室	1126	203339	0.01
1	32	超市	1126	205317	13.1
1	13	宿舍	1126	215410	0.08
1	41	宿舍	1126	210225	0.17
1	86	宿舍	1126	230119	0.04
1	45	食堂	1126	183508	1.5
1	23	食堂	1126	183652	0.4
1	54	教室	1126	220119	0.01
1	43	宿舍	1126	211824	0.03
1	43	宿舍	1126	221711	0.1
1	54	教室	1126	194415	0.02
1	45	食堂	1126	182339	4.7
1	54	宿舍	1126	223137	0.09
1	69	宿舍	1126	222427	0.23
1	39	宿舍	1126	223123	0.03
