学期	学号	书名	日期
2	16	2639856	0314
2	41	1314386	0315
2	41	1523016	0315
2	41	1548947	0315
2	41	1175548	0315
2	41	1557297	0315
2	13	2232668	0315
2	13	1495501	0315
2	13	1214741	0315
2	13	1470426	0315
2	79	2757681	0315
2	67	1388486	0315
2	67	2965583	0315
2	67	2596489	0315
2	7	2966404	0316
2	19	1447611	0316
2	19	2568272	0316
2	19	2821771	0316
2	19	2637168	0316
2	19	1167960	0316
2	19	2816133	0316
2	34	2836263	0317
2	28	2634596	0318
2	28	1344022	0318
2	28	2604529	0318
2	9	1389835	0318
2	86	1258758	0318
2	5	2710802	0318
2	51	2855938	0318
2	63	1053858	0318
2	20	2698043	0318
2	10	2958103	0319
2	20	1196181	0319
2	24	1278047	0320
2	5	2806532	0320
2	5	1483177	0320
2	56	2763180	0320
2	56	2872200	0320
2	56	2961321	0320
2	56	2812398	0320
2	22	1470560	0320
2	22	2862115	0320
2	56	1454742	0321
2	55	1451988	0321
2	6	2772626	0321
2	71	2855779	0321
2	71	1465953	0321
2	71	1031160	0321
2	71	2671611	0321
2	9	2566561	0321
2	38	1044837	0322
2	7	2954003	0322
2	7	2953130	0322
2	7	2994565	0322
2	7	2977115	0322
2	63	1086037	0322
2	67	2592439	0322
2	67	2602392	0322
2	67	1099786	0322
2	81	2987516	0323
2	28	2626391	0323
2	28	1476006	0323
2	9	2963766	0323
2	9	1405442	0323
2	19	2623373	0324
2	19	1117131	0324
2	19	1363213	0324
2	19	2740415	0324
2	19	1412370	0324
2	24	2702674	0324
2	28	1086041	0324
2	28	1488329	0324
2	28	1383098	0324
2	74	2910990	0324
2	74	2915141	0324
2	74	1558733	0324
2	79	2663879	0324
2	19	1485395	0325
2	11	2788998	0327
2	11	2697628	0327
2	11	2858872	0327
2	85	2712808	0327
2	85	1277606	0327
2	85	2994363	0327
2	72	2709789	0327
2	72	2982274	0327
2	72	2998138	0327
2	72	1187166	0327
2	72	1372394	0327
2	72	2857302	0327
2	72	2997926	0327
2	72	2883181	0327
2	72	1292487	0327
2	72	1427405	0327
2	56	1421405	0328
2	12	1454556	0328
2	12	2610990	0328
2	38	2836385	0328
2	19	1067466	0328
2	19	1309054	0328
2	68	1400386	0328
2	19	1128190	0328
2	56	2875966	0328
2	56	1543282	0328
2	58	1469494	0328
2	58	2922806	0328
2	51	2987504	0329
2	51	1357170	0329
2	51	1243847	0329
2	41	2653234	0329
2	41	1227744	0329
2	41	2696517	0329
2	41	1466744	0329
2	41	1103579	0329
2	41	1223445	0329
2	41	2988828	0329
2	58	2842855	0329
2	58	2672835	0329
2	51	2847639	0329
2	86	2964219	0329
2	86	2819845	0329
2	86	2831239	0329
2	86	2988658	0329
2	86	1466927	0329
2	86	1117148	0329
2	86	2762831	0329
2	86	1279861	0329
2	86	2799263	0329
2	18	1027642	0330
2	18	1036544	0330
2	18	1498148	0330
2	66	2814768	0330
2	66	1333482	0330
2	66	1266440	0330
2	66	2867685	0330
2	74	1322533	0330
2	74	1525298	0330
2	74	1498292	0330
2	74	1148357	0330
2	18	2735316	0330
2	18	1345969	0330
2	3	1198427	0331
2	23	2609140	0331
2	23	2858971	0331
2	23	1066901	0331
2	23	2995156	0331
2	23	2747158	0331
2	18	1198672	0331
2	18	1480027	0331
2	18	2604066	0331
2	18	1537588	0331
2	64	2977474	0401
2	4	2842315	0401
2	64	2633554	0401
2	4	1257647	0401
2	74	1292801	0401
2	74	1133077	0401
2	50	1464873	0401
2	74	2887284	0405
2	55	2610275	0405
2	55	2585294	0405
2	55	1112542	0405
2	74	1413119	0405
2	74	2994432	0405
2	59	2709172	0406
2	59	2709177	0406
2	51	1153174	0406
2	51	1543866	0406
2	51	1377921	0406
2	14	1270469	0406
2	14	2814770	0406
2	14	1510830	0406
2	14	1278719	0406
2	79	2803114	0406
2	79	2799169	0406
2	89	1339075	0406
2	89	1278666	0406
2	89	2637193	0406
2	89	1446579	0406
2	74	2879436	0406
2	39	1456409	0407
2	23	1074145	0407
2	23	2800990	0407
2	23	1074145	0407
2	23	2800990	0407
2	31	2631090	0407
2	31	1119522	0407
2	31	2677011	0407
2	31	2906756	0407
2	31	2631579	0407
2	31	1367908	0407
2	56	1468516	0408
2	56	1460426	0408
2	56	1365286	0408
2	20	1045024	0409
2	28	2591021	0409
2	28	2796563	0409
2	6	1501771	0409
2	9	1420786	0409
2	90	1419452	0409
2	45	3001165	0409
2	45	3001163	0409
2	45	1419451	0409
2	90	2870952	0409
2	65	2891125	0410
2	65	1045025	0410
2	55	2635778	0410
2	55	1364551	0410
2	55	1364547	0410
2	55	2800995	0410
2	55	2752489	0410
2	65	2994331	0410
2	74	1454557	0410
2	56	1543281	0411
2	56	1151201	0411
2	82	2833849	0411
2	82	1450962	0411
2	82	2639086	0411
2	3	1309053	0411
2	10	1450961	0411
2	56	2884626	0411
2	42	1537509	0411
2	42	2769839	0411
2	48	1279403	0411
2	48	2579112	0411
2	6	1262867	0411
2	6	2602133	0411
2	6	2804908	0411
2	79	1252713	0411
2	79	2918586	0411
2	6	1178035	0411
2	6	1473279	0411
2	6	1473285	0411
2	51	1354621	0412
2	83	1322531	0412
2	45	2574246	0412
2	45	1562942	0412
2	45	2580886	0412
2	45	2875429	0412
2	45	1331904	0412
2	65	1010311	0412
2	65	1010311	0412
2	65	1010311	0412
2	65	1348458	0412
2	51	2950946	0413
2	72	2730124	0413
2	72	2878360	0413
2	70	1305774	0413
2	70	1450127	0413
2	28	2922630	0413
2	52	2634982	0413
2	52	2965357	0413
2	74	1366782	0413
2	74	2774777	0413
2	24	2752925	0414
2	87	1039616	0414
2	87	1405454	0414
2	19	1485395	0414
2	19	1309054	0414
2	63	1058485	0415
2	63	1455445	0415
2	41	1324563	0415
2	41	2692592	0415
2	41	1476196	0415
2	55	1544201	0415
2	51	2875967	0415
2	66	2767644	0415
2	66	2721977	0415
2	79	1035056	0415
2	79	2632126	0415
2	79	2917413	0415
2	48	2631578	0415
2	48	1526183	0415
2	19	2969988	0415
2	19	2991307	0415
2	19	1512266	0415
2	63	1286362	0415
2	63	2839779	0415
2	14	2847167	0415
2	14	1388481	0415
2	16	1152145	0415
2	16	1312827	0415
2	16	1285552	0415
2	14	2648211	0415
2	24	2996646	0416
2	40	1540558	0416
2	40	2958654	0416
2	51	1389625	0417
2	51	1199336	0417
2	5	1419449	0417
2	18	1321045	0417
2	18	1447383	0417
2	5	1484386	0417
2	5	1521767	0417
2	5	3000841	0417
2	45	2579331	0417
2	45	2738924	0417
2	45	2621790	0417
2	45	2580874	0417
2	45	2909862	0417
2	45	1192895	0417
2	55	2781584	0417
2	37	1390620	0417
2	37	2737065	0417
2	91	1558554	0417
2	91	1510820	0417
2	50	2732818	0418
2	11	2639085	0418
2	13	2198718	0418
2	13	2827565	0418
2	13	2723687	0418
2	13	1124781	0418
2	51	2922632	0418
2	51	2876814	0418
2	51	2699246	0418
2	13	2858521	0418
2	3	1170986	0418
2	31	1270451	0418
2	31	1045005	0418
2	31	1187494	0418
2	31	2837763	0418
2	31	2830924	0418
2	31	2838006	0418
2	31	2737712	0418
2	56	2578198	0418
2	56	2875966	0418
2	38	2716597	0419
2	5	2837585	0419
2	5	2746608	0419
2	5	2606577	0419
2	45	2676490	0420
2	45	2796244	0420
2	76	2807091	0420
2	1	2875968	0420
2	1	2878511	0420
2	89	1422754	0423
2	79	2758510	0423
2	13	2950946	0424
2	74	2834916	0424
2	74	2696976	0424
2	55	3003354	0424
2	55	1451988	0424
2	4	2759864	0424
2	56	2812398	0424
2	56	2872200	0424
2	51	2934137	0424
2	51	2854417	0424
2	4	2794758	0424
2	4	2656011	0424
2	48	1292801	0426
2	48	2878985	0426
2	48	2969989	0426
2	12	1301846	0426
2	12	2950945	0426
2	87	1389626	0426
2	89	2637193	0427
2	19	2854313	0427
2	19	1132309	0427
2	19	2709345	0427
2	79	2770481	0427
2	79	1447962	0427
2	48	1499621	0427
2	19	1366782	0427
2	19	1512266	0427
2	19	1412370	0427
2	19	1309054	0427
2	19	1485395	0427
2	19	2991307	0427
2	12	1525233	0428
2	12	1544200	0428
2	23	2806686	0428
2	23	1099437	0428
2	23	2752474	0428
2	23	1030167	0428
2	56	1433402	0428
2	51	1369363	0428
2	51	1143535	0428
2	51	2744055	0429
2	51	2677095	0429
2	51	2786051	0429
2	74	2887284	0430
2	18	1325490	0430
2	18	2774778	0430
2	48	2641162	0502
2	41	2854418	0502
2	41	2890900	0502
2	64	1525230	0502
2	72	2730124	0503
2	72	2656089	0503
2	72	2588621	0503
2	72	2686115	0503
2	72	2878761	0503
2	72	2747603	0503
2	72	2966943	0503
2	72	1310455	0503
2	58	2672835	0503
2	74	2229899	0505
2	24	1278047	0505
2	24	1322894	0505
2	14	1049044	0506
2	41	2951413	0506
2	41	1554407	0506
2	41	2950947	0506
2	66	2774776	0506
2	67	2907276	0506
2	56	1421405	0506
2	34	1142459	0507
2	34	2809038	0507
2	34	2772231	0507
2	24	2677935	0508
2	24	1073316	0508
2	31	2788282	0508
2	31	1550774	0508
2	31	1414138	0508
2	31	2643929	0508
2	31	2874409	0508
2	23	2593402	0508
2	48	2671663	0508
2	56	1107478	0508
2	56	1107478	0508
2	56	1180496	0508
2	24	1412497	0508
2	22	2748183	0508
2	87	1460976	0508
2	3	1452964	0509
2	31	1265534	0509
2	31	1338762	0509
2	31	2872981	0509
2	9	1389835	0510
2	9	2963766	0510
2	5	1342948	0510
2	5	2896845	0510
2	34	2585994	0511
2	28	1044796	0511
2	28	1344022	0511
2	28	1218117	0511
2	24	1280262	0511
2	74	1148357	0511
2	74	1322533	0511
2	74	1193030	0511
2	74	2785640	0511
2	17	1558012	0511
2	17	2836310	0511
2	89	1541978	0511
2	89	1126886	0511
2	89	2586706	0511
2	89	1439101	0511
2	89	2237500	0511
2	3	1143702	0511
2	74	2724063	0511
2	74	2870803	0511
2	85	1277606	0512
2	85	1163912	0512
2	87	1556088	0512
2	89	2832537	0512
2	89	2981471	0512
2	14	1510558	0513
2	14	1278719	0513
2	51	1048651	0513
2	56	2578198	0513
2	41	2997262	0513
2	67	1055717	0513
2	24	1279861	0513
2	8	2831239	0513
2	8	2964219	0513
2	8	2799263	0513
2	8	1466927	0513
2	8	2762831	0513
2	8	2988658	0513
2	8	1399003	0513
2	56	2578198	0514
2	56	2969889	0514
2	56	1226918	0514
2	56	1520599	0514
2	7	2830790	0515
2	7	2625141	0515
2	7	1322642	0515
2	7	1469494	0515
2	12	1454556	0515
2	87	1274589	0515
2	24	1556640	0515
2	24	1542543	0515
2	24	1105457	0515
2	24	1144813	0515
2	38	2782632	0515
2	38	1378948	0515
2	51	2943586	0515
2	51	2812831	0515
2	17	2954584	0515
2	17	2964236	0515
2	17	2907632	0515
2	17	1443317	0515
2	24	1062443	0516
2	41	2723686	0516
2	51	2942943	0516
2	51	1531081	0516
2	51	1534901	0516
2	51	2895132	0516
2	51	1033393	0516
2	51	1440968	0516
2	41	1534902	0516
2	41	2895130	0516
2	41	1440967	0516
2	41	2854418	0516
2	23	2759866	0516
2	62	1228287	0516
2	62	1212779	0516
2	82	1525378	0517
2	11	2908516	0517
2	39	1387340	0517
2	51	2957678	0517
2	13	1504417	0517
2	13	2793295	0517
2	13	1482673	0517
2	13	1388328	0517
2	13	1259248	0517
2	13	2957679	0517
2	41	1504416	0517
2	41	2957680	0517
2	41	1065516	0517
2	41	2789292	0517
2	41	1247041	0517
2	18	2735316	0517
2	18	1480027	0517
2	18	1498148	0517
2	64	3004179	0519
2	67	2610462	0519
2	67	1069288	0519
2	63	2678622	0519
2	4	1104258	0520
2	4	1104258	0520
2	4	2842315	0520
2	4	2798775	0520
2	4	1104258	0520
2	24	3000646	0520
2	74	1278738	0520
2	66	2974835	0520
2	66	1155598	0520
2	87	1396257	0520
2	63	1369361	0520
2	55	1544201	0520
2	8	2697140	0521
2	8	1039606	0521
2	8	1336927	0521
2	8	1545768	0521
2	8	1173384	0521
2	8	2931107	0521
2	56	1468516	0521
2	56	2884626	0521
2	56	1365286	0521
2	89	1055714	0521
2	89	2960732	0521
2	89	1381430	0521
2	9	1420786	0521
2	55	1451988	0522
2	31	2783271	0522
2	1	1125930	0522
2	1	1104460	0522
2	71	1511838	0522
2	71	1272773	0522
2	71	2604365	0522
2	71	1407599	0522
2	24	1421035	0522
2	24	1554693	0522
2	24	1091812	0522
2	87	2872671	0522
2	84	1319938	0522
2	89	1278666	0522
2	89	1446579	0522
2	89	1339075	0522
2	63	2668496	0523
2	56	1460426	0523
2	62	2752771	0523
2	62	2723683	0523
2	7	2897838	0523
2	7	2610423	0523
2	7	1465646	0523
2	51	1371835	0524
2	51	2714103	0524
2	43	1396255	0524
2	43	1305592	0524
2	43	1489929	0524
2	43	1371587	0524
2	43	1410331	0524
2	43	2789279	0524
2	43	2620999	0524
2	43	2855779	0524
2	43	1322317	0524
2	43	1187836	0524
2	13	2994469	0525
2	13	2772739	0525
2	82	1031274	0525
2	82	1472231	0525
2	38	1468167	0525
2	38	1322314	0525
2	38	1017777	0525
2	38	1017777	0525
2	89	2933710	0526
2	20	1322289	0526
2	20	1123339	0526
2	10	1450961	0526
2	10	1322531	0526
2	10	2682015	0526
2	49	1422757	0526
2	56	2789281	0527
2	56	1058022	0527
2	56	1107478	0527
2	56	2622070	0527
2	24	2636290	0527
2	24	1218097	0527
2	48	2895131	0527
2	48	1354516	0527
2	33	2669254	0527
2	33	1485163	0527
2	18	1426439	0527
2	18	1388919	0527
2	18	1522171	0527
2	18	1369363	0527
2	18	2869190	0527
2	60	1192172	0527
2	60	1069285	0527
2	17	1472232	0527
2	23	1153488	0528
2	23	1031165	0528
2	23	1045025	0528
2	23	1045024	0528
2	56	2578202	0528
2	38	1296637	0529
2	38	1396257	0529
2	38	2843992	0529
2	14	1304592	0529
2	72	2878360	0529
2	72	2686115	0529
2	14	2843682	0529
2	14	2889116	0529
2	36	1486645	0529
2	38	1290347	0529
2	11	2639085	0530
2	34	1180521	0530
2	63	2238802	0530
2	79	1099680	0530
2	79	1180519	0530
2	79	1566663	0530
2	79	2855780	0530
2	79	2811005	0530
2	79	1420830	0530
2	79	2888321	0530
2	51	2854417	0530
2	52	1223661	0531
2	52	2622069	0531
2	52	1305837	0531
2	52	1415421	0531
2	52	1118180	0531
2	18	1321045	0531
2	18	2735316	0531
2	18	1522171	0531
2	23	2759866	0601
2	23	3006315	0601
2	63	1286362	0601
2	63	1058485	0601
2	63	2839779	0601
2	63	1455445	0601
2	63	2875732	0601
2	79	2993300	0601
2	60	1076255	0602
2	60	2842302	0602
2	19	1366782	0603
2	19	1512266	0603
2	19	1485395	0603
2	19	1412370	0603
2	19	1309054	0603
2	1	1436051	0603
2	1	2895132	0603
2	1	1379814	0603
2	71	1065538	0603
2	71	1022358	0603
2	71	1323188	0603
2	9	2896576	0603
2	17	2897606	0603
2	17	1092702	0603
2	17	2789293	0603
2	63	2682249	0603
2	21	2717550	0604
2	63	2884174	0604
2	63	2726104	0604
2	90	1405066	0604
2	90	1404781	0604
2	32	1270522	0604
2	48	2791541	0604
2	51	2943586	0605
2	40	2605296	0605
2	7	1247044	0605
2	7	2844677	0605
2	7	1021090	0605
2	7	2700175	0605
2	7	1127742	0605
2	89	2637193	0607
2	89	1422754	0607
2	64	2878360	0607
2	64	2686115	0607
2	58	1247041	0607
2	58	1239962	0607
2	58	2819950	0607
2	23	1223662	0607
2	46	1065547	0608
2	51	2586034	0611
2	41	2586036	0611
2	41	2950947	0611
2	41	2723686	0611
2	38	2238797	0611
2	18	2774778	0611
2	74	2748891	0611
2	74	1322533	0611
2	47	1286365	0613
2	47	2759268	0613
2	12	1525233	0613
2	41	2586039	0614
2	51	2585988	0614
2	27	2586035	0614
2	64	3004179	0614
2	51	3010189	0614
2	51	2681922	0615
2	51	1516774	0615
2	58	2894491	0615
2	19	1391025	0615
2	74	2774777	0615
2	41	2586034	0616
2	51	2586036	0616
2	27	2586024	0616
2	41	2578198	0616
2	18	2585991	0618
2	51	1545278	0618
2	72	2686115	0619
2	19	1417347	0619
2	51	2586028	0620
2	41	2586014	0620
2	55	1544201	0620
2	62	1344030	0620
2	51	2578202	0620
2	3	1322291	0620
2	3	1110699	0620
2	3	1121725	0620
2	38	2751194	0621
2	58	1377949	0621
2	58	1324363	0621
2	58	1525234	0621
2	58	1101425	0621
2	41	1038859	0621
2	41	2591504	0621
2	34	1051566	0621
2	49	1136385	0621
2	49	1463450	0621
2	41	2585997	0622
2	51	2586036	0622
2	56	2586006	0622
2	72	2846106	0622
2	72	2849273	0622
2	56	2585999	0623
2	41	2585992	0623
2	51	2585994	0623
2	9	2941571	0623
2	56	2586005	0624
2	51	2585987	0624
2	41	2585997	0624
2	18	2586041	0624
2	88	2922808	0624
2	64	3014095	0624
2	62	2751195	0624
2	56	2586034	0625
2	51	2585986	0625
2	41	2585997	0625
2	18	2585993	0625
2	18	2716038	0625
2	18	2851498	0625
2	19	1053087	0625
2	41	2585991	0626
2	56	2586036	0626
2	39	2585999	0626
2	90	1404781	0626
2	19	2832932	0626
2	19	1519673	0626
2	72	2763919	0626
2	72	1562216	0626
2	72	1541115	0626
2	72	2750797	0626
2	72	2805117	0626
2	72	1198609	0626
2	72	2666008	0626
2	22	1191531	0626
2	22	1111845	0626
2	56	2586006	0627
2	52	2586011	0627
2	51	2585999	0627
2	41	2586002	0627
2	59	2586033	0627
2	19	2650869	0627
2	38	2596112	0627
2	38	1065073	0627
2	44	1084939	0627
2	67	1055717	0627
2	32	2574691	0627
2	32	1413068	0627
2	50	2849268	0627
2	50	2621192	0627
2	50	2846105	0627
2	50	2846108	0627
2	19	2602511	0628
2	28	1344022	0628
2	52	2585999	0629
2	56	2585986	0629
2	51	2585987	0629
2	41	2585988	0629
2	23	2586042	0629
2	39	2586040	0629
2	51	2586033	0630
2	41	2585989	0630
2	59	2586035	0630
2	52	2586006	0630
2	41	1432834	0630
2	89	1247505	0630
2	89	2848324	0630
2	89	2849659	0630
2	56	2586035	0701
2	41	2585986	0701
2	56	2586002	0702
2	41	2585990	0702
2	41	2586038	0703
2	51	2586004	0703
2	51	2586036	0704
2	41	2586003	0704
2	51	2747413	0704
2	51	2967197	0704
2	51	2967192	0704
2	51	1273088	0704
2	51	2712626	0704
2	58	2925045	0704
2	3	2858254	0705
2	3	2918768	0705
2	63	1455445	0705
2	63	2839779	0705
2	63	1058485	0705
2	63	2884174	0705
2	63	1218097	0706
2	55	2921089	0706
2	55	2592423	0706
2	55	1263445	0706
2	55	2922598	0706
2	55	2922552	0706
2	13	2587930	0706
2	13	1512406	0706
2	13	2869163	0706
2	13	1334820	0706
2	13	2918358	0706
2	13	2568034	0706
2	13	1068062	0706
2	13	1125304	0706
2	13	1361511	0706
2	13	1068059	0706
2	28	1053742	0707
2	28	1053743	0707
2	28	1053795	0707
2	28	1053742	0707
2	24	2632626	0708
2	24	3012934	0708
2	24	1116018	0708
2	24	2808115	0708
2	18	2216570	0708
2	52	2586005	0709
2	43	1305592	0709
2	43	1415470	0709
2	43	1415487	0709
2	43	1415457	0709
2	43	1415472	0709
2	43	1415427	0709
2	43	1407284	0709
2	43	1326194	0709
2	56	2676777	0709
2	10	1197801	0710
2	10	1272527	0710
2	10	1272545	0710
2	64	2708813	0710
2	64	2853536	0710
2	64	2859099	0710
2	64	1481374	0710
2	64	2696055	0710
2	56	1472853	0710
2	7	2752039	0710
2	7	2879309	0710
2	7	2692253	0710
2	7	2720549	0710
2	7	2631088	0710
2	7	1273027	0710
2	7	2627241	0710
2	7	2641846	0710
2	52	2903838	0711
2	52	1120185	0711
2	52	2954913	0711
2	52	1519233	0711
2	89	1350468	0711
2	86	2942113	0712
2	70	1390386	0712
2	70	1293032	0712
2	70	2868585	0712
2	3	1038860	0713
2	3	1190157	0713
3	7	2879309	0901
3	36	1153846	0901
3	36	1148783	0901
3	36	1486044	0901
3	36	1249860	0901
3	76	2793064	0901
3	76	2579860	0901
3	41	1558445	0902
3	41	1274592	0902
3	41	2786237	0902
3	41	2946906	0902
3	41	2774400	0902
3	19	1366782	0902
3	19	1485395	0902
3	19	1053087	0902
3	19	2607715	0902
3	19	2698871	0902
3	51	2564876	0902
3	51	1348539	0902
3	51	1312827	0902
3	63	2884174	0902
3	63	1455445	0902
3	74	1274595	0902
3	74	1274586	0902
3	74	2719258	0902
3	61	2667336	0903
3	61	2634576	0903
3	5	2608775	0903
3	5	2626974	0903
3	5	1558015	0903
3	61	2612295	0903
3	91	1181878	0903
3	91	1511720	0903
3	91	2877080	0903
3	91	1098941	0903
3	15	2889639	0903
3	15	1293160	0903
3	15	1182199	0903
3	23	2877481	0903
3	45	3011534	0903
3	45	2763340	0903
3	89	1231535	0903
3	89	2838935	0903
3	89	1224247	0903
3	89	1107439	0903
3	89	2819005	0903
3	87	1532907	0903
3	87	2785634	0903
3	66	2677008	0903
3	66	2887093	0903
3	66	2694939	0903
3	42	2571420	0903
3	42	1421663	0903
3	42	2564771	0903
3	42	1143625	0903
3	7	2920977	0903
3	7	2608503	0903
3	7	2838359	0903
3	63	2805266	0904
3	41	1451765	0904
3	63	2698872	0904
3	41	1412037	0904
3	41	2673168	0904
3	41	2568016	0904
3	13	1168240	0904
3	13	1383300	0904
3	13	1422467	0904
3	13	2756263	0904
3	13	1474091	0904
3	13	1369283	0904
3	13	1495849	0904
3	22	2750705	0904
3	22	1040523	0904
3	72	1557623	0904
3	72	2917531	0904
3	72	2978148	0904
3	72	2863623	0904
3	72	2642472	0904
3	72	1338147	0904
3	72	2883331	0904
3	72	2911670	0904
3	72	2878778	0904
3	71	1365502	0905
3	71	2843687	0905
3	71	2832863	0905
3	1	1370729	0905
3	1	2832865	0905
3	1	2704289	0905
3	58	2658413	0905
3	58	1333732	0905
3	81	1249503	0905
3	81	1344132	0905
3	81	2590739	0905
3	81	2699916	0905
3	81	1096127	0905
3	82	2816037	0906
3	82	2237008	0906
3	74	2789011	0906
3	74	2721688	0906
3	74	2963496	0906
3	74	1392437	0906
3	51	2562775	0906
3	51	1289646	0906
3	48	2993179	0908
3	48	2836672	0908
3	48	1267697	0908
3	84	2889637	0908
3	84	2890589	0908
3	81	3027578	0908
3	70	1270523	0909
3	70	2805879	0909
3	16	2696195	0909
3	16	1051712	0909
3	16	1025399	0909
3	16	2920394	0909
3	16	2909308	0909
3	16	1173383	0909
3	36	2913525	0909
3	36	2772621	0909
3	36	2653148	0909
3	51	1485339	0909
3	51	2998893	0909
3	88	1267485	0909
3	56	2828042	0910
3	56	2835935	0910
3	67	3014826	0910
3	67	2765429	0910
3	90	3013650	0910
3	90	2684602	0910
3	90	1354491	0910
3	23	1281022	0910
3	23	1281025	0910
3	23	3015148	0910
3	45	2790628	0910
3	45	1419388	0910
3	45	2834682	0910
3	9	2762859	0910
3	9	2762857	0910
3	9	1552848	0910
3	9	1552847	0910
3	9	3025753	0910
3	9	3025427	0910
3	9	3025751	0910
3	9	3025425	0910
3	13	2807333	0911
3	13	1149606	0911
3	13	2721730	0911
3	48	3009479	0911
3	79	2763734	0911
3	79	3010817	0911
3	74	2808382	0911
3	74	2954377	0911
3	5	2745302	0912
3	5	1311408	0912
3	76	2911672	0912
3	19	1305587	0912
3	66	2969475	0913
3	74	2871061	0913
3	55	1138531	0913
3	55	2759942	0913
3	55	2610335	0913
3	55	2810638	0913
3	49	1050014	0915
3	49	1049996	0915
3	84	2845888	0915
3	74	1319031	0916
3	74	2713540	0916
3	74	2869985	0916
3	74	1224286	0916
3	41	1483843	0918
3	56	2611337	0918
3	56	1266784	0918
3	56	1512949	0918
3	51	1266785	0918
3	51	2611336	0918
3	51	1415418	0920
3	51	1297812	0920
3	27	2663834	0920
3	27	1299729	0920
3	3	1190157	0921
3	3	1144694	0921
3	41	2892925	0921
3	56	1316211	0922
3	56	2221364	0922
3	56	2572607	0922
3	56	2849776	0922
3	56	1117673	0922
3	56	1415812	0922
3	56	2606790	0922
3	56	2786440	0922
3	56	2215355	0922
3	43	2586026	0922
3	7	2879309	0922
3	7	1541921	0922
3	18	1373406	0922
3	18	1042859	0922
3	18	1369882	0922
3	18	2875773	0922
3	58	2921889	0922
3	56	1055417	0923
3	56	1454744	0923
3	56	1468303	0923
3	56	2577150	0923
3	56	1398287	0923
3	56	1298143	0923
3	56	2831135	0923
3	56	2796143	0923
3	63	1531563	0923
3	22	1531563	0923
3	63	1531565	0923
3	22	2592525	0923
3	24	2806769	0923
3	24	2791283	0923
3	87	2830979	0923
3	4	1363573	0924
3	41	2849482	0925
3	38	1276759	0926
3	38	2876082	0926
3	72	2883331	0926
3	63	2875392	0926
3	63	1397073	0926
3	38	2844687	0926
3	38	2838358	0926
3	58	2912600	0926
3	72	2841690	0926
3	72	2767610	0926
3	72	2764301	0926
3	72	1563306	0926
3	72	2608775	0926
3	72	2625636	0926
3	72	1569007	0926
3	72	2591470	0926
3	72	2841693	0926
3	72	2620040	0926
3	72	2836901	0926
3	18	1274261	0926
3	18	1399732	0926
3	55	1300073	0926
3	55	2943757	0926
3	51	2981931	0926
3	51	1427318	0926
3	51	2752111	0926
3	51	1286585	0926
3	51	1291949	0926
3	56	1547293	0927
3	56	1455951	0927
3	56	2802645	0927
3	56	2205227	0927
3	56	2611335	0927
3	56	1322853	0928
3	56	2954324	0928
3	56	1302449	0928
3	28	2805650	0929
3	28	2907878	0929
3	28	1353641	0929
3	51	2580304	0929
3	51	2793411	0929
3	76	1291356	1004
3	67	2649383	1004
3	67	2940773	1004
3	67	2965004	1004
3	67	1542316	1004
3	76	2767360	1004
3	76	1407284	1004
3	58	2900525	1006
3	13	2807333	1007
3	13	1168240	1007
3	13	1149606	1007
3	13	1495849	1007
3	13	1383300	1007
3	13	1369283	1007
3	13	2675895	1007
3	13	2675745	1007
3	28	1344022	1007
3	66	2926103	1009
3	66	2663549	1009
3	13	2897658	1010
3	13	1357548	1010
3	64	2859099	1010
3	64	1417478	1010
3	64	1481374	1010
3	64	1417478	1010
3	64	1481374	1010
3	64	2859099	1010
3	3	1374734	1010
3	19	1485395	1010
3	19	1398521	1010
3	19	1305587	1010
3	19	2698871	1010
3	19	1366782	1010
3	42	2898749	1010
3	63	2884174	1011
3	63	2805266	1011
3	58	1488215	1011
3	58	2839255	1011
3	58	3010080	1011
3	55	1138531	1011
3	6	2875704	1011
3	56	1510380	1011
3	56	1285481	1011
3	56	1274586	1011
3	56	1122754	1011
3	56	1033134	1011
3	56	1274586	1011
3	56	1122754	1011
3	56	1510380	1011
3	56	1285481	1011
3	56	1534887	1011
3	7	3015521	1011
3	7	3028755	1011
3	7	2565046	1011
3	28	1388162	1012
3	28	2790189	1012
3	56	1076806	1012
3	43	2586004	1012
3	56	2877481	1012
3	56	3015148	1012
3	56	1281022	1012
3	56	1281025	1012
3	1	1558217	1012
3	51	2735866	1013
3	51	1317718	1013
3	51	1319054	1013
3	51	1268515	1013
3	87	1268514	1013
3	15	2787664	1013
3	15	2740121	1013
3	91	2833741	1013
3	91	2648569	1013
3	91	2964281	1013
3	91	1157857	1013
3	91	1271429	1013
3	56	2956827	1013
3	56	1322412	1013
3	56	1042861	1013
3	56	1115924	1013
3	56	1322412	1013
3	56	2956827	1013
3	56	1115924	1013
3	56	1042861	1013
3	13	1383966	1013
3	89	2774398	1013
3	89	1068768	1013
3	89	1231535	1013
3	89	2838935	1013
3	45	1384654	1013
3	45	2795050	1013
3	45	2901479	1013
3	12	3023586	1013
3	12	1122243	1013
3	58	2869890	1014
3	64	2956425	1015
3	64	3019150	1015
3	64	3006922	1015
3	64	2588584	1015
3	36	1424203	1015
3	16	1100949	1015
3	64	2588584	1015
3	6	2964236	1016
3	79	3010817	1017
3	48	2983216	1017
3	55	1492773	1017
3	55	1420880	1017
3	55	2658726	1017
3	55	1309930	1017
3	67	3001163	1017
