学期	学号	日期	时间
1	58	1102	164525
1	12	1102	173909
1	79	1102	175707
1	10	1102	180621
1	4	1102	185204
1	20	1102	203304
1	13	1103	081319
1	51	1103	081321
1	10	1103	083340
1	89	1103	085407
1	87	1103	110822
1	7	1103	112535
1	22	1103	113003
1	15	1103	130033
1	37	1103	130035
1	59	1103	143348
1	7	1103	151824
1	87	1103	152152
1	84	1103	160952
1	84	1103	161016
1	10	1103	175208
1	20	1103	175210
1	89	1103	175416
1	87	1103	175820
1	22	1103	181018
1	52	1103	183730
1	49	1103	191349
1	13	1103	200919
1	51	1104	080825
1	7	1104	090525
1	55	1104	091411
1	39	1104	091629
1	49	1104	094417
1	63	1104	094733
1	89	1104	100449
1	5	1104	100838
1	84	1104	105337
1	51	1104	112930
1	22	1104	114515
1	62	1104	120132
1	75	1104	120134
1	76	1104	122419
1	27	1104	123137
1	52	1104	123137
1	49	1104	130104
1	84	1104	130109
1	4	1104	133940
1	41	1104	135954
1	10	1104	143550
1	20	1104	143551
1	7	1104	144604
1	70	1104	144729
1	13	1104	153323
1	51	1104	153324
1	15	1104	160647
1	37	1104	160653
1	89	1104	162803
1	61	1104	172211
1	27	1104	175737
1	52	1104	175738
1	41	1104	182342
1	62	1104	194318
1	61	1104	200743
1	50	1104	211332
1	75	1104	211333
1	51	1105	101813
1	13	1105	101815
1	42	1105	102108
1	46	1105	102110
1	31	1105	102124
1	55	1105	113854
1	3	1105	121900
1	16	1105	121902
1	51	1105	131245
1	50	1105	151548
1	33	1106	082247
1	10	1106	082325
1	51	1106	082356
1	13	1106	082356
1	79	1106	082814
1	58	1106	082842
1	7	1106	082843
1	86	1106	082844
1	82	1106	130251
1	10	1106	190558
1	23	1107	082219
1	47	1107	082229
1	77	1107	082229
1	41	1107	082238
1	50	1107	082721
1	47	1107	133248
1	55	1107	161610
1	73	1107	161947
1	11	1107	161948
1	57	1107	162017
1	45	1107	162403
1	23	1107	162404
1	62	1107	162430
1	75	1107	162450
1	46	1107	162812
1	57	1107	202044
1	10	1108	125320
1	20	1108	161538
1	23	1108	161911
1	45	1108	161913
1	55	1108	161914
1	58	1108	161952
1	7	1108	161952
1	86	1108	161954
1	71	1108	161955
1	45	1108	171716
1	23	1108	171717
1	4	1108	175121
1	84	1108	175122
1	13	1109	101842
1	51	1109	101844
1	63	1109	102637
1	9	1109	103323
1	46	1109	103327
1	11	1109	103539
1	64	1109	103540
1	31	1109	115547
1	10	1109	161659
1	42	1109	162154
1	46	1109	162157
1	89	1109	162252
1	50	1109	162519
1	62	1109	162528
1	75	1109	162529
1	53	1109	162534
1	5	1109	162926
1	57	1109	162928
1	61	1109	164459
1	15	1109	175640
1	91	1109	175640
1	37	1109	175642
1	84	1109	182314
1	7	1109	182537
1	49	1109	183127
1	4	1109	183127
1	17	1109	190545
1	22	1109	191027
1	10	1109	191636
1	20	1109	191639
1	43	1109	192700
1	41	1109	192702
1	46	1109	194234
1	42	1109	194235
1	57	1109	195201
1	62	1109	201544
1	50	1109	201547
1	75	1109	201557
1	39	1110	081500
1	10	1110	082932
1	61	1110	092014
1	5	1110	092015
1	62	1110	100455
1	75	1110	100457
1	50	1110	101938
1	46	1110	165005
1	42	1110	165009
1	63	1110	165016
1	31	1110	165122
1	89	1110	165248
1	20	1110	165449
1	22	1110	170906
1	37	1110	180746
1	15	1110	180747
1	91	1110	180747
1	5	1110	183843
1	61	1110	183844
1	49	1110	184715
1	84	1110	184715
1	42	1110	191054
1	46	1110	191101
1	62	1110	191240
1	50	1110	191241
1	75	1110	191243
1	7	1110	193316
1	10	1110	193520
1	20	1110	193521
1	50	1110	215924
1	31	1111	093208
1	31	1111	111738
1	86	1111	114138
1	7	1111	114146
1	51	1111	131011
1	7	1111	141008
1	86	1111	141009
1	89	1111	144012
1	64	1111	144014
1	56	1111	145651
1	55	1111	161424
1	27	1111	172526
1	52	1111	172528
1	84	1111	185614
1	4	1111	185616
1	7	1111	190616
1	10	1111	192638
1	20	1111	194102
1	1	1111	194723
1	71	1111	194726
1	49	1111	195721
1	19	1111	200150
1	50	1111	201845
1	75	1111	201851
1	7	1111	210136
1	58	1111	210139
1	27	1112	081748
1	87	1112	081810
1	51	1112	081811
1	8	1112	081911
1	52	1112	081912
1	89	1112	081934
1	55	1112	085646
1	5	1112	085817
1	50	1112	095532
1	55	1112	131024
1	51	1112	135604
1	13	1113	082331
1	51	1113	082332
1	87	1113	082408
1	79	1113	082606
1	20	1113	084610
1	10	1113	084611
1	11	1113	084612
1	51	1113	124839
1	56	1113	125246
1	20	1113	183249
1	27	1114	131244
1	22	1114	140007
1	51	1114	143817
1	87	1114	144125
1	58	1114	144128
1	50	1114	144856
1	37	1114	155233
1	1	1114	155306
1	31	1114	161757
1	11	1114	161850
1	20	1114	164219
1	12	1114	170825
1	27	1114	180149
1	52	1114	180150
1	3	1114	204146
1	13	1115	082037
1	51	1115	082038
1	46	1115	082042
1	81	1115	134720
1	13	1115	165139
1	51	1115	165140
1	20	1115	170105
1	1	1115	185901
1	10	1115	192306
1	20	1115	192339
1	31	1115	193833
1	20	1116	085119
1	10	1116	085120
1	31	1116	090153
1	57	1116	091450
1	57	1116	091525
1	66	1116	102416
1	55	1116	104505
1	57	1116	125802
1	10	1116	161835
1	1	1116	162126
1	13	1116	162129
1	51	1116	162132
1	76	1116	162901
1	77	1116	171008
1	77	1116	171039
1	20	1116	171906
1	12	1116	173100
1	22	1116	174338
1	13	1116	190259
1	7	1116	191554
1	86	1116	191720
1	51	1116	193059
1	37	1116	200158
1	10	1116	201406
1	20	1116	201407
1	51	1117	080620
1	26	1117	084745
1	1	1117	095422
1	84	1117	105738
1	49	1117	105739
1	10	1117	122655
1	47	1117	122904
1	20	1117	132813
1	51	1117	160955
1	70	1117	203557
1	51	1118	080236
1	10	1118	090808
1	17	1118	101719
1	27	1118	114448
1	52	1118	114450
1	58	1118	120443
1	81	1118	121225
1	1	1118	161919
1	13	1118	174702
1	51	1118	174703
1	22	1118	190304
1	86	1118	203344
1	13	1119	101841
1	51	1119	101842
1	46	1119	101857
1	17	1119	102339
1	48	1119	102525
1	22	1119	102723
1	63	1119	102842
1	19	1119	103233
1	33	1119	103236
1	55	1119	112542
1	89	1119	115202
1	12	1119	133910
1	51	1119	134801
1	64	1119	142819
1	49	1119	143330
1	84	1119	143331
1	59	1119	145620
1	20	1119	151852
1	20	1119	183643
1	9	1119	194610
1	42	1119	194612
1	51	1120	082113
1	87	1120	082221
1	64	1120	082313
1	63	1120	082409
1	79	1120	082605
1	82	1120	131505
1	42	1120	131507
1	73	1120	142008
1	10	1120	162009
1	6	1120	184604
1	50	1120	190636
1	55	1121	082211
1	79	1121	082220
1	48	1121	082222
1	63	1121	082359
1	24	1121	082402
1	20	1121	090639
1	51	1121	152834
1	47	1121	160052
1	62	1121	180139
1	45	1121	181256
1	89	1121	182710
1	79	1121	184507
1	48	1121	190407
1	10	1121	190541
1	20	1121	190616
1	49	1121	193356
1	46	1122	081856
1	87	1122	081856
1	41	1122	081859
1	66	1122	082057
1	86	1122	082137
1	58	1122	082202
1	63	1122	082320
1	5	1122	110604
1	76	1122	110611
1	17	1122	112522
1	77	1122	131802
1	62	1122	145016
1	55	1122	161902
1	10	1122	162206
1	20	1122	162206
1	13	1122	164802
1	51	1122	164803
1	11	1122	184415
1	56	1122	192610
1	86	1122	194939
1	7	1122	194940
1	49	1122	195458
1	73	1123	090131
1	90	1123	090134
1	5	1123	090203
1	61	1123	090204
1	23	1123	102321
1	6	1123	104126
1	10	1123	105823
1	20	1123	105836
1	22	1123	162539
1	77	1123	162619
1	58	1123	162847
1	77	1123	163120
1	77	1123	181315
1	13	1123	191141
1	51	1123	191142
1	4	1123	193959
1	86	1123	201108
1	20	1124	101650
1	55	1124	115816
1	49	1124	141958
1	84	1124	141959
1	55	1124	173319
1	65	1124	173514
1	51	1125	083507
1	10	1125	092103
1	81	1125	110936
1	12	1125	112908
1	54	1125	125531
1	17	1125	125710
1	81	1125	130109
1	33	1125	133135
1	65	1125	152232
1	79	1125	165333
1	11	1125	173746
1	51	1125	181108
1	13	1125	181108
1	50	1125	190430
1	51	1126	082014
1	63	1126	082053
1	24	1126	082054
1	31	1126	085100
1	64	1126	085725
1	20	1126	095831
1	10	1126	100443
1	53	1126	143718
1	13	1126	150727
1	51	1126	150728
1	50	1126	154357
1	13	1126	183255
1	13	1127	082212
1	51	1127	082213
1	24	1127	082227
1	63	1127	082229
1	7	1127	082345
1	58	1127	082346
1	48	1127	083417
1	79	1127	083418
1	10	1127	090055
1	20	1127	090815
1	9	1127	091339
1	50	1127	093602
1	51	1127	123527
1	6	1127	125047
1	56	1127	125047
1	89	1127	172352
1	69	1127	174833
1	66	1127	184929
1	69	1127	185831
1	9	1127	193421
1	43	1127	211057
1	41	1127	211057
1	19	1128	130759
1	55	1128	131511
1	22	1128	134553
1	12	1128	140401
1	51	1128	143527
1	50	1128	151754
1	27	1128	153555
1	52	1128	153604
1	84	1128	154157
1	24	1128	161138
1	11	1128	161915
1	3	1128	161949
1	5	1128	163558
1	61	1128	163600
1	63	1128	164705
1	77	1128	182743
1	79	1128	183815
1	50	1128	194303
1	50	1128	194346
1	84	1128	200831
1	73	1128	202418
1	13	1128	210944
1	33	1129	082048
1	23	1129	082159
1	64	1129	082241
1	24	1129	082300
1	63	1129	082301
1	50	1129	090014
1	10	1129	090747
1	10	1129	124057
1	55	1129	132108
1	17	1129	160833
1	55	1129	161327
1	19	1129	163534
1	20	1129	163549
1	10	1129	165008
1	11	1129	165009
1	70	1129	165409
1	20	1129	175003
1	64	1129	180518
1	16	1129	180815
1	3	1129	180816
1	89	1129	181232
1	7	1129	182912
1	86	1129	182913
1	36	1129	183331
1	27	1129	183513
1	52	1129	183643
1	5	1129	183645
1	61	1129	183646
1	76	1129	183646
1	37	1129	183733
1	15	1129	183733
1	91	1129	183734
1	55	1129	183736
1	47	1129	190614
1	31	1129	195357
1	89	1129	214557
1	10	1130	082115
1	17	1130	100856
1	57	1130	105410
1	90	1130	112606
1	55	1130	114902
1	57	1130	133810
1	10	1130	162018
1	58	1130	162108
1	54	1130	162408
1	15	1130	162632
1	37	1130	162644
1	27	1130	162747
1	52	1130	162748
1	20	1130	163006
1	15	1130	164031
1	37	1130	164035
1	27	1130	164457
1	52	1130	164458
1	76	1130	170601
1	37	1130	182959
1	1	1130	185109
1	13	1130	192229
1	51	1201	082319
1	27	1201	092515
1	52	1201	092519
1	20	1201	100142
1	20	1201	100208
1	8	1201	103526
1	15	1201	122156
1	37	1201	122157
1	49	1201	131123
1	84	1201	134657
1	10	1201	142204
1	54	1201	143157
1	15	1201	161012
1	3	1201	162312
1	54	1201	182825
1	86	1201	204930
1	7	1201	204931
1	42	1201	210142
1	51	1202	084838
1	10	1202	090426
1	55	1202	091118
1	3	1202	092751
1	20	1202	094355
1	81	1202	120253
1	84	1202	123154
1	55	1202	141626
1	39	1202	142107
1	20	1202	145329
1	20	1202	154134
1	12	1202	154906
1	63	1202	160918
1	70	1202	170949
1	86	1202	175958
1	56	1202	180559
1	51	1202	180759
1	86	1202	183842
1	84	1202	185742
1	4	1202	185744
1	58	1202	213517
1	86	1202	213518
1	13	1203	101916
1	51	1203	101917
1	66	1203	102421
1	46	1203	102423
1	27	1203	102443
1	8	1203	102444
1	52	1203	102445
1	46	1203	103056
1	54	1203	103318
1	55	1203	104143
1	54	1203	104500
1	10	1203	143553
1	51	1203	144340
1	13	1203	152853
1	89	1203	182831
1	56	1203	185830
1	8	1204	082134
1	52	1204	082135
1	27	1204	082135
1	64	1204	082137
1	63	1204	082138
1	24	1204	082146
1	13	1204	082159
1	51	1204	082201
1	79	1204	082513
1	48	1204	082514
1	50	1204	082552
1	7	1204	082659
1	86	1204	082700
1	84	1204	083331
1	4	1204	083332
1	58	1204	084032
1	83	1204	125923
1	20	1205	082045
1	10	1205	082046
1	32	1205	082232
1	63	1205	082249
1	24	1205	082251
1	27	1205	082341
1	8	1205	082342
1	52	1205	082344
1	7	1205	082903
1	86	1205	082904
1	58	1205	082905
1	50	1205	090107
1	4	1205	104123
1	84	1205	104124
1	37	1205	120239
1	55	1205	120817
1	37	1205	130428
1	51	1205	141745
1	1	1205	151149
1	15	1205	152016
1	91	1205	152019
1	12	1205	154436
1	11	1205	161935
1	56	1205	163407
1	39	1205	163407
1	23	1205	163409
1	56	1205	163631
1	23	1205	163633
1	39	1205	163634
1	20	1205	170042
1	89	1205	170119
1	50	1205	173122
1	13	1205	183102
1	4	1205	191732
1	84	1205	191734
1	89	1205	201846
1	79	1206	082218
1	86	1206	082427
1	42	1206	082432
1	24	1206	082442
1	63	1206	082444
1	42	1206	082451
1	7	1206	082556
1	64	1206	083231
1	20	1206	084620
1	17	1206	085407
1	50	1206	085836
1	11	1206	125419
1	9	1206	132212
1	19	1206	132213
1	55	1206	133254
1	51	1206	141006
1	13	1206	143718
1	16	1206	144336
1	3	1206	144337
1	54	1206	145249
1	12	1206	150048
1	5	1206	160907
1	76	1206	160909
1	72	1206	161821
1	36	1206	161822
1	72	1206	161902
1	10	1206	162503
1	20	1206	162505
1	65	1206	162652
1	49	1206	163804
1	84	1206	163805
1	13	1206	175316
1	84	1206	181057
1	4	1206	181103
1	20	1207	082231
1	10	1207	082232
1	5	1207	084141
1	61	1207	084142
1	3	1207	090106
1	56	1207	090603
1	31	1207	100452
1	57	1207	101005
1	33	1207	102024
1	68	1207	102026
1	66	1207	102937
1	55	1207	112734
1	57	1207	125358
1	81	1207	155327
1	63	1207	162415
1	10	1207	162423
1	27	1207	162515
1	52	1207	162527
1	8	1207	162527
1	56	1207	162532
1	23	1207	162534
1	58	1207	162947
1	46	1207	162951
1	42	1207	162958
1	77	1207	163632
1	54	1207	164037
1	55	1207	173753
1	63	1207	180205
1	77	1207	181320
1	84	1207	181854
1	62	1207	183116
1	42	1207	185143
1	46	1207	185143
1	50	1207	190945
1	55	1207	191600
1	86	1207	194543
1	4	1207	195030
1	51	1208	082808
1	55	1208	094751
1	33	1208	115027
1	3	1208	123103
1	41	1208	123204
1	13	1208	123719
1	87	1208	130556
1	56	1208	131446
1	56	1208	131705
1	84	1208	132121
1	54	1208	134200
1	89	1208	135311
1	51	1208	141045
1	20	1208	142713
1	27	1208	163926
1	13	1208	181904
1	89	1208	184954
1	56	1208	185327
1	51	1208	185328
1	86	1208	201837
1	89	1208	205134
1	51	1209	080301
1	10	1209	091551
1	56	1209	092659
1	89	1209	105402
1	33	1209	111138
1	3	1209	111529
1	52	1209	121900
1	22	1209	122332
1	27	1209	122713
1	8	1209	122715
1	89	1209	123536
1	20	1209	142013
1	10	1209	142015
1	56	1209	154439
1	13	1209	160744
1	49	1209	163449
1	84	1209	163450
1	50	1209	164203
1	52	1209	165427
1	89	1209	180200
1	50	1209	205726
1	51	1210	081939
1	13	1210	081940
1	64	1210	082006
1	56	1210	082049
1	39	1210	082050
1	15	1210	082137
1	7	1210	082158
1	86	1210	082159
1	58	1210	082159
1	24	1210	082210
1	63	1210	082212
1	53	1210	082229
1	42	1210	082236
1	49	1210	082252
1	42	1210	082310
1	8	1210	082320
1	52	1210	082320
1	79	1210	083016
1	48	1210	083017
1	20	1210	084919
1	50	1210	085008
1	90	1210	085248
1	56	1210	085818
1	5	1210	085923
1	61	1210	085924
1	48	1210	091004
1	84	1210	091307
1	19	1210	103318
1	49	1210	122206
1	84	1210	122207
1	55	1210	125537
1	4	1210	133728
1	19	1210	140025
1	68	1210	142826
1	20	1210	151043
1	24	1210	155613
1	55	1210	192236
1	33	1211	082044
1	10	1211	082131
1	20	1211	082137
1	27	1211	082306
1	8	1211	082308
1	52	1211	082308
1	24	1211	082511
1	43	1211	082511
1	63	1211	082513
1	41	1211	082514
1	50	1211	082540
1	48	1211	082541
1	79	1211	082541
1	51	1211	123258
1	13	1211	173555
1	20	1211	180622
1	84	1211	194059
1	49	1211	194059
1	56	1211	214341
1	51	1211	214343
1	51	1211	224240
1	86	1212	124010
1	37	1212	124624
1	67	1212	125026
1	82	1212	125028
1	67	1212	125237
1	82	1212	125239
1	12	1212	142725
1	51	1212	143116
1	19	1212	143341
1	49	1212	151328
1	24	1212	151510
1	63	1212	151513
1	50	1212	152639
1	15	1212	155002
1	91	1212	155004
1	56	1212	161610
1	67	1212	162548
1	55	1212	163254
1	84	1212	164921
1	1	1212	170234
1	13	1212	180053
1	20	1213	081741
1	63	1213	082017
1	24	1213	082017
1	27	1213	082022
1	42	1213	082120
1	46	1213	082123
1	8	1213	082211
1	52	1213	082214
1	50	1213	082618
1	49	1213	090529
1	77	1213	112942
1	12	1213	124559
1	20	1213	131206
1	55	1213	133335
1	3	1213	145334
1	5	1213	152748
1	17	1213	160503
1	91	1213	162037
1	71	1213	164154
1	33	1213	174801
1	68	1213	174803
1	13	1213	175005
1	55	1213	195856
1	10	1214	082111
1	56	1214	082402
1	64	1214	082604
1	61	1214	085727
1	5	1214	085728
1	20	1214	085839
1	90	1214	091322
1	55	1214	101843
1	57	1214	103941
1	57	1214	131143
1	89	1214	182623
1	89	1214	183004
1	1	1214	184354
1	71	1214	184355
1	33	1214	184928
1	55	1214	191835
1	63	1214	193005
1	86	1214	200158
1	82	1214	204800
1	13	1214	205629
1	3	1215	091721
1	56	1215	095012
1	84	1215	111041
1	86	1215	120210
1	67	1215	121300
1	27	1215	123134
1	49	1215	123709
1	56	1215	130027
1	10	1215	142649
1	20	1215	142936
1	6	1215	145524
1	51	1215	151009
1	89	1215	155539
1	56	1215	183038
1	51	1215	192654
1	13	1215	192657
1	89	1215	201052
1	10	1216	090247
1	20	1216	110340
1	17	1216	111121
1	6	1216	114056
1	20	1216	114229
1	84	1216	115401
1	19	1216	121710
1	19	1216	121916
1	13	1216	122134
1	56	1216	125107
1	49	1216	125540
1	17	1216	133441
1	59	1216	141354
1	61	1216	150600
1	5	1216	150601
1	51	1216	174700
1	6	1216	175031
1	77	1216	194753
1	59	1216	195226
1	49	1216	201611
1	6	1216	211542
1	13	1217	102028
1	51	1217	102030
1	33	1217	102214
1	19	1217	102219
1	42	1217	102317
1	46	1217	102323
1	27	1217	102752
1	52	1217	102850
1	8	1217	102850
1	56	1217	104305
1	31	1217	112657
1	51	1217	131650
1	58	1217	151243
1	56	1217	151700
1	67	1217	212102
1	20	1218	082045
1	10	1218	082142
1	41	1218	082322
1	27	1218	082333
1	86	1218	082338
1	7	1218	082338
1	58	1218	082341
1	8	1218	082436
1	52	1218	082438
1	24	1218	082448
1	63	1218	082449
1	17	1218	082555
1	56	1218	084146
1	50	1218	090448
1	55	1218	124625
1	83	1218	130842
1	82	1218	130915
1	42	1218	133538
1	59	1218	193347
1	67	1218	211848
1	20	1219	082056
1	33	1219	082101
1	24	1219	082108
1	63	1219	082113
1	27	1219	082158
1	8	1219	082159
1	52	1219	082159
1	46	1219	082242
1	42	1219	082242
1	10	1219	082532
1	56	1219	082648
1	89	1219	082948
1	13	1219	083333
1	79	1219	083649
1	24	1219	101634
1	77	1219	101644
1	49	1219	124954
1	55	1219	131609
1	66	1219	132512
1	33	1219	134925
1	84	1219	141343
1	4	1219	144429
1	50	1219	160427
1	63	1219	162201
1	12	1219	163117
1	89	1219	211429
1	67	1219	213201
1	27	1220	082042
1	52	1220	082043
1	86	1220	082156
1	46	1220	082349
1	42	1220	082350
1	17	1220	082717
1	56	1220	084658
1	33	1220	132524
1	67	1220	142942
1	10	1220	143615
1	20	1220	143616
1	49	1220	150230
1	67	1220	161048
1	4	1220	184012
1	84	1220	184013
1	53	1220	184628
1	63	1221	101720
1	56	1221	101949
1	11	1221	102058
1	13	1221	102257
1	51	1221	102259
1	50	1221	102805
1	55	1221	115404
1	47	1221	130944
1	77	1221	130947
1	71	1221	141534
1	42	1221	162122
1	42	1221	162153
1	20	1221	162240
1	10	1221	162241
1	27	1221	162313
1	52	1221	162313
1	89	1221	162932
1	12	1221	173909
1	51	1221	175248
1	13	1221	175249
1	86	1221	182915
1	58	1221	182915
1	6	1221	190351
1	50	1221	194259
1	67	1221	194721
1	42	1221	194911
1	42	1221	194932
1	65	1221	200320
1	49	1221	202036
1	51	1222	075800
1	20	1222	091529
1	20	1222	123305
1	47	1222	132906
1	51	1222	144136
1	54	1222	152702
1	49	1222	161556
1	84	1222	161556
1	89	1222	162029
1	13	1222	184633
1	89	1222	200348
1	51	1223	082530
1	9	1223	094251
1	49	1223	094613
1	84	1223	105045
1	89	1223	120140
1	37	1223	125041
1	15	1223	125042
1	37	1223	130900
1	15	1223	130904
1	42	1223	131602
1	46	1223	131612
1	49	1223	131906
1	86	1223	132721
1	84	1223	143352
1	71	1223	144541
1	52	1223	144542
1	55	1223	145427
1	33	1223	150002
1	72	1223	155937
1	9	1223	162602
1	66	1223	162603
1	20	1223	173329
1	56	1223	175243
1	89	1223	185150
1	33	1223	194823
1	68	1223	194825
1	58	1223	201754
1	51	1224	101905
1	13	1224	101907
1	10	1224	102012
1	20	1224	102013
1	66	1224	102014
1	9	1224	102015
1	31	1224	102111
1	58	1224	102422
1	49	1224	141513
1	50	1224	185642
1	59	1224	194856
1	9	1224	200437
1	49	1224	201105
1	51	1225	082018
1	63	1225	082035
1	89	1225	082149
1	7	1225	082150
1	86	1225	082152
1	27	1225	082250
1	8	1225	082334
1	52	1225	082335
1	50	1225	082722
1	58	1225	083339
1	13	1225	090958
1	55	1225	125449
1	89	1225	161628
1	20	1225	165048
1	68	1225	192839
1	89	1225	203624
1	59	1226	103936
1	41	1226	143941
1	79	1226	144151
1	9	1226	145251
1	89	1226	155457
1	10	1226	161710
1	20	1226	161734
1	56	1226	161821
1	6	1226	162408
1	19	1226	175654
1	13	1226	181519
1	53	1226	194743
1	6	1226	212145
1	41	1227	081939
1	9	1227	081942
1	56	1227	081951
1	24	1227	082103
1	89	1227	082214
1	8	1227	082223
1	52	1227	082225
1	15	1227	082237
1	91	1227	082317
1	37	1227	082318
1	17	1227	083000
1	48	1227	083854
1	79	1227	083856
1	7	1227	084858
1	49	1227	085124
1	43	1227	085305
1	50	1227	085537
1	66	1227	090852
1	50	1227	090853
1	7	1227	093736
1	86	1227	123502
1	7	1227	123504
1	58	1227	125954
1	56	1227	133448
1	59	1227	134054
1	84	1227	140824
1	5	1227	142155
1	61	1227	142156
1	20	1227	142705
1	10	1227	142706
1	63	1227	144843
1	9	1227	150411
1	13	1227	172927
1	7	1227	190106
1	9	1227	191256
1	7	1227	205658
1	86	1227	205659
1	6	1227	205720
1	56	1228	081858
1	61	1228	082202
1	5	1228	082203
1	83	1228	084511
1	10	1228	090522
1	20	1228	090531
1	42	1228	095853
1	46	1228	095853
1	86	1228	102137
1	50	1228	102810
1	46	1228	120631
1	61	1228	121857
1	5	1228	121902
1	12	1228	122830
1	61	1228	134440
1	89	1228	155304
1	7	1228	160010
1	86	1228	160011
1	86	1228	160333
1	19	1228	160819
1	56	1228	161020
1	6	1228	161354
1	75	1228	161441
1	62	1228	161442
1	42	1228	161543
1	46	1228	161545
1	27	1228	161609
1	67	1228	170018
1	61	1228	173304
1	5	1228	173306
1	19	1228	180642
1	81	1228	182021
1	56	1228	182708
1	86	1228	183222
1	12	1228	183436
1	89	1228	190654
1	13	1228	193510
1	51	1228	194635
1	46	1228	194745
1	67	1228	202922
1	67	1228	203359
1	6	1228	204048
1	42	1228	210221
1	51	1229	075953
1	58	1229	081355
1	79	1229	084133
1	7	1229	093530
1	66	1229	094316
1	56	1229	094755
1	89	1229	102219
1	4	1229	104437
1	56	1229	114107
1	51	1229	122230
1	6	1229	122942
1	7	1229	131049
1	47	1229	131604
1	81	1229	132121
1	51	1229	141801
1	65	1229	141823
1	59	1229	142011
1	86	1229	142746
1	51	1229	143836
1	89	1229	153942
1	12	1229	154852
1	78	1229	161314
1	76	1229	161315
1	6	1229	180149
1	89	1229	182441
1	5	1229	194021
1	81	1229	201626
1	7	1229	203229
1	86	1229	203232
1	51	1230	075618
1	52	1230	083311
1	56	1230	091920
1	27	1230	092715
1	68	1230	110601
1	19	1230	110604
1	89	1230	110954
1	13	1230	120725
1	51	1230	120725
1	71	1230	130427
1	1	1230	130434
1	59	1230	132103
1	12	1230	142532
1	89	1230	150804
1	19	1230	151631
1	12	1230	154750
1	6	1230	164718
1	12	1230	172048
1	7	1230	184326
1	6	1230	203715
1	51	0102	074901
1	76	0102	075245
1	52	0102	080934
1	89	0102	090227
1	7	0102	104529
1	51	0102	115723
1	79	0102	121327
1	7	0102	121638
1	41	0102	125915
1	52	0102	125918
1	66	0102	130541
1	20	0102	132936
1	10	0102	132943
1	70	0102	133650
1	63	0102	143552
1	89	0102	154600
1	75	0102	172123
1	7	0102	181659
1	89	0102	185801
1	79	0102	194016
1	51	0103	074407
1	24	0103	082110
1	7	0103	084657
1	10	0103	091024
1	20	0103	114219
1	51	0103	121345
1	13	0103	121409
1	10	0103	122529
1	19	0103	123633
1	7	0103	123907
1	24	0103	131328
1	15	0103	133726
1	89	0103	150654
1	37	0103	155159
1	15	0103	155200
1	75	0103	165319
1	58	0103	172949
1	75	0103	173004
1	51	0103	175150
1	56	0103	175413
1	52	0103	180152
1	7	0103	181205
1	57	0103	183818
1	37	0103	184417
1	15	0103	184418
1	13	0103	184420
1	33	0103	184806
1	55	0103	190432
1	19	0103	190535
1	91	0103	193635
1	6	0104	074848
1	58	0104	075101
1	16	0104	081048
1	3	0104	081049
1	5	0104	082747
1	61	0104	082750
1	37	0104	084303
1	19	0104	084624
1	50	0104	084732
1	89	0104	084733
1	42	0104	085748
1	42	0104	085814
1	66	0104	090345
1	32	0104	091012
1	7	0104	091436
1	86	0104	091437
1	56	0104	091831
1	33	0104	091833
1	9	0104	092014
1	58	0104	092111
1	12	0104	093952
1	75	0104	094033
1	51	0104	095217
1	67	0104	100336
1	70	0104	111803
1	69	0104	111809
1	7	0104	120532
1	86	0104	120533
1	20	0104	121000
1	41	0104	124719
1	58	0104	132319
1	70	0104	142313
1	9	0104	145645
1	7	0104	151359
1	86	0104	151400
1	39	0104	152534
1	23	0104	152535
1	58	0104	161920
1	61	0104	161954
1	5	0104	161955
1	41	0104	162036
1	51	0104	162039
1	57	0104	162056
1	52	0104	162133
1	90	0104	162137
1	72	0104	162138
1	67	0104	162230
1	89	0104	170444
1	70	0104	173451
1	91	0104	174245
1	6	0104	174848
1	7	0104	175859
1	56	0104	180140
1	15	0104	180520
1	10	0104	180651
1	20	0104	180720
1	62	0104	181040
1	75	0104	181043
1	67	0104	181556
1	51	0104	182022
1	50	0104	183703
1	58	0104	183727
1	66	0104	183731
1	19	0104	184648
1	33	0104	184651
1	42	0104	190842
1	42	0104	190856
1	79	0104	191413
1	9	0104	191722
1	86	0104	192840
1	12	0104	193641
1	41	0105	074617
1	58	0105	074928
1	51	0105	075409
1	79	0105	080545
1	61	0105	081721
1	5	0105	081722
1	89	0105	083316
1	12	0105	084457
1	13	0105	084717
1	27	0105	084937
1	10	0105	085229
1	9	0105	085943
1	19	0105	085945
1	58	0105	093840
1	42	0105	115851
1	42	0105	115939
1	19	0105	121157
1	33	0105	121203
1	51	0105	123148
1	13	0105	123149
1	23	0105	124058
1	39	0105	124100
1	41	0105	124724
1	27	0105	125904
1	58	0105	130444
1	47	0105	132034
1	9	0105	142215
1	7	0105	144948
1	42	0105	145918
1	37	0105	151811
1	15	0105	151812
1	91	0105	151814
1	66	0105	152103
1	50	0105	152103
1	6	0105	152441
1	56	0105	152911
1	70	0105	153920
1	70	0105	153938
1	61	0105	155757
1	5	0105	155758
1	89	0105	172836
1	41	0105	173342
1	51	0105	173344
1	56	0105	174731
1	64	0105	175325
1	27	0105	175643
1	13	0105	175701
1	58	0105	180427
1	49	0105	181817
1	84	0105	181818
1	6	0105	182633
1	67	0105	182634
1	62	0105	182732
1	75	0105	182733
1	19	0105	182854
